,date,요일,대파_거래량(kg),대파_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),월,년,계절,대파_거래량의_1주전_평균,대파_가격의_1주전_평균,대파_거래량의_2주전_평균,대파_가격의_2주전_평균,팽이버섯_거래량의_1주전_평균,팽이버섯_가격의_1주전_평균,팽이버섯_거래량의_2주전_평균,팽이버섯_가격의_2주전_평균,깻잎_거래량의_1주전_평균,깻잎_가격의_1주전_평균,깻잎_거래량의_2주전_평균,깻잎_가격의_2주전_평균,캠벨얼리_거래량의_1주전_평균,캠벨얼리_가격의_1주전_평균,캠벨얼리_거래량의_2주전_평균,캠벨얼리_가격의_2주전_평균,토마토_거래량의_1주전_평균,토마토_가격의_1주전_평균,토마토_거래량의_2주전_평균,토마토_가격의_2주전_평균
165,2016-06-14,화요일,610851.1,1141.0,121756.8,2556.0,120146.2,1482.0,752335.0,824.0,10280.8,5767.0,6,2016,2,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,923970.0,889.1666666666666,916007.9666666667,962.75
166,2016-06-15,수요일,577230.5,1137.0,123401.2,2315.0,117696.2,1364.0,850726.0,830.0,17830.0,5048.0,6,2016,2,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,923970.0,889.1666666666666,916007.9666666667,962.75
167,2016-06-16,목요일,516869.3,1149.0,110168.3,2302.0,118304.5,1193.0,619060.0,866.0,15719.0,5551.0,6,2016,2,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,923970.0,889.1666666666666,916007.9666666667,962.75
168,2016-06-17,금요일,570654.5,1088.0,111606.3,2422.0,122211.1,1182.0,787580.0,915.0,24278.6,5723.0,6,2016,2,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,923970.0,889.1666666666666,916007.9666666667,962.75
169,2016-06-18,토요일,547263.7,1053.0,116578.4,2623.0,117180.0,1324.0,791740.0,886.0,24475.0,5009.0,6,2016,2,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,923970.0,889.1666666666666,916007.9666666667,962.75
170,2016-06-19,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2016,2,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,923970.0,889.1666666666666,916007.9666666667,962.75
171,2016-06-20,월요일,582692.8,1249.0,140747.8,2983.0,122990.7,1613.0,1047043.0,874.0,37790.8,5109.0,6,2016,2,573114.9666666667,1132.8333333333333,570348.325,1206.75,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,844146.2999999999,856.8333333333334,884058.15,873.0
172,2016-06-21,화요일,599829.3,1300.0,107097.6,3085.0,120258.2,1430.0,613552.0,879.0,31599.0,4669.0,6,2016,2,573114.9666666667,1132.8333333333333,570348.325,1206.75,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,844146.2999999999,856.8333333333334,884058.15,873.0
173,2016-06-22,수요일,581014.0,1242.0,116108.0,3167.0,125167.4,1215.0,738225.0,855.0,35522.0,4577.0,6,2016,2,573114.9666666667,1132.8333333333333,570348.325,1206.75,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,844146.2999999999,856.8333333333334,884058.15,873.0
174,2016-06-23,목요일,563842.4,1151.0,109094.9,3173.0,126974.2,1087.0,662290.0,904.0,31278.0,4661.0,6,2016,2,573114.9666666667,1132.8333333333333,570348.325,1206.75,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,844146.2999999999,856.8333333333334,884058.15,873.0
175,2016-06-24,금요일,552351.6,1056.0,119349.9,2991.0,128736.8,1010.0,734321.0,865.0,39499.0,4419.0,6,2016,2,573114.9666666667,1132.8333333333333,570348.325,1206.75,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,844146.2999999999,856.8333333333334,884058.15,873.0
176,2016-06-25,토요일,441099.6,1119.0,113309.1,2838.0,130413.0,944.0,789185.0,821.0,40064.0,4535.0,6,2016,2,573114.9666666667,1132.8333333333333,570348.325,1206.75,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,844146.2999999999,856.8333333333334,884058.15,873.0
177,2016-06-26,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2016,2,573114.9666666667,1132.8333333333333,570348.325,1206.75,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,844146.2999999999,856.8333333333334,884058.15,873.0
178,2016-06-27,월요일,628489.2,1127.0,162835.2,2758.0,147713.5,932.0,1117888.0,805.0,70080.8,4251.0,6,2016,2,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334
179,2016-06-28,화요일,618579.3,989.0,113259.3,2742.0,137388.9,931.0,596606.0,808.0,67237.0,3928.0,6,2016,2,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334
180,2016-06-29,수요일,602519.8,913.0,111927.4,2867.0,126234.2,907.0,600082.0,802.0,65455.0,3849.0,6,2016,2,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334
181,2016-06-30,목요일,562750.2,911.0,107844.3,2990.0,137533.9,864.0,469738.0,860.0,68813.0,3776.0,6,2016,2,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334
182,2016-07-01,금요일,496949.5,1025.0,108536.3,3106.0,130877.0,797.0,568821.0,859.0,75722.5,3839.0,7,2016,2,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334
183,2016-07-02,토요일,460996.4,1201.0,112300.1,3317.0,124307.0,773.0,489953.0,801.0,77128.0,3531.0,7,2016,2,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334
184,2016-07-03,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2016,2,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334
185,2016-07-04,월요일,606462.2,1298.0,146942.6,3360.0,130001.0,879.0,760589.0,809.0,95099.0,3577.0,7,2016,2,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666
186,2016-07-05,화요일,557212.3,1260.0,101670.3,3346.0,122658.0,923.0,430906.0,888.0,77900.0,3545.0,7,2016,2,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666
187,2016-07-06,수요일,550406.5,1061.0,101522.7,3250.0,116423.0,861.0,397576.0,940.0,102293.5,3411.0,7,2016,2,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666
188,2016-07-07,목요일,497331.5,1015.0,90833.9,3360.0,119507.0,894.0,386724.4,995.0,104899.5,3556.0,7,2016,2,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666
189,2016-07-08,금요일,562561.4,932.0,90618.8,4042.0,122206.0,964.0,443744.0,1127.0,143856.0,3615.0,7,2016,2,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666
190,2016-07-09,토요일,565319.3,801.0,98892.8,5069.0,118782.0,1030.0,457896.0,1238.0,150025.0,3657.0,7,2016,2,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666
191,2016-07-10,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2016,2,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666
192,2016-07-11,월요일,574644.0,961.0,115680.2,5722.0,118010.0,1184.0,606203.0,1284.0,179216.0,3799.0,7,2016,2,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,121596.16666666667,925.1666666666666,127802.625,896.25,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,112345.5,3560.1666666666665,91542.44166666667,3711.25,479572.56666666665,999.5,560043.6166666667,911.0
193,2016-07-12,화요일,583428.8,965.0,94270.1,5726.0,131266.0,1110.0,385661.0,1322.0,157326.0,3623.0,7,2016,2,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,121596.16666666667,925.1666666666666,127802.625,896.25,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,112345.5,3560.1666666666665,91542.44166666667,3711.25,479572.56666666665,999.5,560043.6166666667,911.0
194,2016-07-13,수요일,496569.1,984.0,97729.7,6329.0,126236.0,975.0,465664.0,1373.0,125790.0,3823.0,7,2016,2,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,121596.16666666667,925.1666666666666,127802.625,896.25,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,112345.5,3560.1666666666665,91542.44166666667,3711.25,479572.56666666665,999.5,560043.6166666667,911.0
195,2016-07-14,목요일,576590.9,906.0,95536.2,6165.0,122773.0,948.0,513536.0,1292.0,146630.5,4014.0,7,2016,2,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,121596.16666666667,925.1666666666666,127802.625,896.25,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,112345.5,3560.1666666666665,91542.44166666667,3711.25,479572.56666666665,999.5,560043.6166666667,911.0
196,2016-07-15,금요일,569515.8,829.0,100909.2,5960.0,127232.0,897.0,540706.0,1292.0,156235.0,4168.0,7,2016,2,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,121596.16666666667,925.1666666666666,127802.625,896.25,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,112345.5,3560.1666666666665,91542.44166666667,3711.25,479572.56666666665,999.5,560043.6166666667,911.0
197,2016-07-16,토요일,515865.4,988.0,119026.8,5950.0,128549.0,884.0,531564.6,1087.0,178399.0,4224.0,7,2016,2,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,121596.16666666667,925.1666666666666,127802.625,896.25,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,112345.5,3560.1666666666665,91542.44166666667,3711.25,479572.56666666665,999.5,560043.6166666667,911.0
198,2016-07-17,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2016,2,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,121596.16666666667,925.1666666666666,127802.625,896.25,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,112345.5,3560.1666666666665,91542.44166666667,3711.25,479572.56666666665,999.5,560043.6166666667,911.0
199,2016-07-18,월요일,495633.6,1213.0,132402.5,5612.0,134951.0,935.0,693961.0,1053.0,213975.0,3980.0,7,2016,2,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,507222.43333333335,1275.0,493397.5,1137.25
200,2016-07-19,화요일,640918.7,944.0,98264.2,4389.0,128197.0,912.0,449269.0,1022.0,217872.0,3676.0,7,2016,2,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,507222.43333333335,1275.0,493397.5,1137.25
201,2016-07-20,수요일,644030.4,853.0,99777.7,3759.0,135594.0,826.0,414287.5,976.0,217250.5,3432.0,7,2016,2,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,507222.43333333335,1275.0,493397.5,1137.25
202,2016-07-21,목요일,606923.6,699.0,95684.7,3676.0,131867.0,787.0,256722.0,1033.0,214260.0,3323.0,7,2016,2,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,507222.43333333335,1275.0,493397.5,1137.25
203,2016-07-22,금요일,569529.5,736.0,99535.0,3780.0,130468.5,766.0,246530.7,1136.0,226616.0,3309.0,7,2016,2,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,507222.43333333335,1275.0,493397.5,1137.25
204,2016-07-23,토요일,508106.8,767.0,113098.9,4053.0,128363.5,715.0,287275.0,1264.0,237229.5,3318.0,7,2016,2,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,507222.43333333335,1275.0,493397.5,1137.25
205,2016-07-24,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2016,2,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,507222.43333333335,1275.0,493397.5,1137.25
206,2016-07-25,월요일,540896.1,917.0,142911.3,3598.0,128765.0,767.0,432406.0,1327.0,349936.5,3260.0,7,2016,2,577523.7666666666,868.6666666666666,565146.3833333333,903.75,131573.5,823.5,128625.58333333333,911.5833333333334,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333
207,2016-07-26,화요일,589653.3,810.0,106101.6,3308.0,124854.0,724.0,272888.0,1452.0,316727.5,3111.0,7,2016,2,577523.7666666666,868.6666666666666,565146.3833333333,903.75,131573.5,823.5,128625.58333333333,911.5833333333334,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333
208,2016-07-27,수요일,562606.7,767.0,118866.9,3266.0,139178.0,676.0,395069.5,1493.0,318671.0,2933.0,7,2016,2,577523.7666666666,868.6666666666666,565146.3833333333,903.75,131573.5,823.5,128625.58333333333,911.5833333333334,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333
209,2016-07-28,목요일,501002.1,860.0,98254.0,3277.0,125158.0,604.0,337651.0,1525.0,318292.0,2747.0,7,2016,2,577523.7666666666,868.6666666666666,565146.3833333333,903.75,131573.5,823.5,128625.58333333333,911.5833333333334,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333
210,2016-07-29,금요일,489444.6,861.0,101222.4,3493.0,127331.0,553.0,396856.0,1394.0,335203.5,2708.0,7,2016,2,577523.7666666666,868.6666666666666,565146.3833333333,903.75,131573.5,823.5,128625.58333333333,911.5833333333334,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333
211,2016-07-30,토요일,382650.0,992.0,104383.7,3344.0,124849.5,592.0,421804.0,1059.0,386518.5,2601.0,7,2016,2,577523.7666666666,868.6666666666666,565146.3833333333,903.75,131573.5,823.5,128625.58333333333,911.5833333333334,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333
212,2016-07-31,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2016,2,577523.7666666666,868.6666666666666,565146.3833333333,903.75,131573.5,823.5,128625.58333333333,911.5833333333334,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333
213,2016-08-01,월요일,508693.9,1121.0,128997.1,3353.0,118462.0,931.0,556079.0,1018.0,554584.5,2667.0,8,2016,2,511042.1333333333,867.8333333333334,544282.95,868.25,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,111956.64999999998,3381.0,109208.575,3796.25,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333
214,2016-08-02,화요일,520813.8,1064.0,96165.0,3470.0,115708.5,830.0,376175.0,1010.0,529484.0,2443.0,8,2016,2,511042.1333333333,867.8333333333334,544282.95,868.25,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,111956.64999999998,3381.0,109208.575,3796.25,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333
215,2016-08-03,수요일,512254.2,1081.0,102508.8,3955.0,121563.0,784.0,392928.0,1080.0,538821.0,2361.0,8,2016,2,511042.1333333333,867.8333333333334,544282.95,868.25,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,111956.64999999998,3381.0,109208.575,3796.25,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333
216,2016-08-04,목요일,587958.0,1099.0,101000.3,5387.0,125619.0,792.0,380421.0,1070.0,504568.0,2425.0,8,2016,2,511042.1333333333,867.8333333333334,544282.95,868.25,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,111956.64999999998,3381.0,109208.575,3796.25,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333
217,2016-08-05,금요일,534537.4,1598.0,129365.9,5715.0,145410.0,905.0,416224.5,1053.0,599106.0,2606.0,8,2016,2,511042.1333333333,867.8333333333334,544282.95,868.25,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,111956.64999999998,3381.0,109208.575,3796.25,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333
218,2016-08-06,토요일,118396.6,1358.0,22621.7,5071.0,27132.0,774.0,168866.0,914.0,342668.0,2458.0,8,2016,2,511042.1333333333,867.8333333333334,544282.95,868.25,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,111956.64999999998,3381.0,109208.575,3796.25,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333
219,2016-08-07,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,2,511042.1333333333,867.8333333333334,544282.95,868.25,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,111956.64999999998,3381.0,109208.575,3796.25,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333
220,2016-08-08,월요일,633266.1,1578.0,152213.9,3611.0,127445.0,1204.0,541350.5,1042.0,964556.0,2157.0,8,2016,2,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333
221,2016-08-09,화요일,652656.0,1112.0,105654.5,3302.0,135192.0,940.0,340596.0,1050.0,822508.5,1927.0,8,2016,2,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333
222,2016-08-10,수요일,583927.9,932.0,103854.9,3237.0,127726.5,782.0,355898.5,1115.0,811973.5,1839.0,8,2016,2,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333
223,2016-08-11,목요일,534345.2,930.0,95136.0,3476.0,130139.0,750.0,367461.0,1151.0,786396.7,1857.0,8,2016,2,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333
224,2016-08-12,금요일,555524.9,952.0,93456.5,4330.0,136466.0,736.0,387400.5,1165.0,849972.0,1847.0,8,2016,2,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333
225,2016-08-13,토요일,486504.0,1119.0,100601.6,4753.0,120697.0,767.0,416553.0,1067.0,916247.0,1884.0,8,2016,2,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333
226,2016-08-14,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2016,2,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333
