date,요일,샤인마스캇_거래량(kg),샤인마스캇_가격(원/kg),샤인마스캇_거래량의_1주전_평균,샤인마스캇_가격의_1주전_평균,샤인마스캇_거래량의_2주전_평균,샤인마스캇_가격의_2주전_평균,계절
2016-11-15,화요일,818.0,12252.0,871.0,10365.166666666666,859.1666666666666,9314.083333333334,3
2016-11-16,수요일,902.0,12491.0,871.0,10365.166666666666,859.1666666666666,9314.083333333334,3
2016-11-17,목요일,1002.0,11723.0,871.0,10365.166666666666,859.1666666666666,9314.083333333334,3
2016-11-18,금요일,1044.0,8644.0,871.0,10365.166666666666,859.1666666666666,9314.083333333334,3
2016-11-19,토요일,552.0,11781.0,871.0,10365.166666666666,859.1666666666666,9314.083333333334,3
2016-11-20,일요일,0.0,0.0,871.0,10365.166666666666,859.1666666666666,9314.083333333334,3
2016-11-21,월요일,524.0,12555.0,860.0,11489.0,865.5,10927.083333333334,3
2016-11-22,화요일,664.0,11273.0,860.0,11489.0,865.5,10927.083333333334,3
2016-11-23,수요일,510.0,12382.0,860.0,11489.0,865.5,10927.083333333334,3
2016-11-24,목요일,502.0,11440.0,860.0,11489.0,865.5,10927.083333333334,3
2016-11-25,금요일,384.0,12010.0,860.0,11489.0,865.5,10927.083333333334,3
2016-11-26,토요일,394.0,12660.0,860.0,11489.0,865.5,10927.083333333334,3
2016-11-27,일요일,0.0,0.0,860.0,11489.0,865.5,10927.083333333334,3
2016-11-28,월요일,550.0,11751.0,496.3333333333333,12053.333333333334,678.1666666666666,11771.166666666666,3
2016-11-29,화요일,256.0,12945.0,496.3333333333333,12053.333333333334,678.1666666666666,11771.166666666666,3
2016-11-30,수요일,384.0,13487.0,496.3333333333333,12053.333333333334,678.1666666666666,11771.166666666666,3
2016-12-01,목요일,888.0,8555.0,496.3333333333333,12053.333333333334,678.1666666666666,11771.166666666666,0
2016-12-02,금요일,318.0,12119.0,496.3333333333333,12053.333333333334,678.1666666666666,11771.166666666666,0
2016-12-03,토요일,252.0,13671.0,496.3333333333333,12053.333333333334,678.1666666666666,11771.166666666666,0
2016-12-04,일요일,0.0,0.0,496.3333333333333,12053.333333333334,678.1666666666666,11771.166666666666,0
2016-12-05,월요일,288.0,14097.0,441.3333333333333,12088.0,468.8333333333333,12070.666666666666,0
2016-12-06,화요일,116.0,14724.0,441.3333333333333,12088.0,468.8333333333333,12070.666666666666,0
2016-12-07,수요일,0.0,0.0,441.3333333333333,12088.0,468.8333333333333,12070.666666666666,0
2016-12-08,목요일,0.0,0.0,441.3333333333333,12088.0,468.8333333333333,12070.666666666666,0
2016-12-09,금요일,170.0,11188.0,441.3333333333333,12088.0,468.8333333333333,12070.666666666666,0
2016-12-10,토요일,144.0,9521.0,441.3333333333333,12088.0,468.8333333333333,12070.666666666666,0
2016-12-11,일요일,0.0,0.0,441.3333333333333,12088.0,468.8333333333333,12070.666666666666,0
2016-12-12,월요일,140.0,6743.0,179.5,12382.5,336.6,12205.8,0
2016-12-13,화요일,118.0,8398.0,179.5,12382.5,336.6,12205.8,0
2016-12-14,수요일,0.0,0.0,179.5,12382.5,336.6,12205.8,0
2016-12-15,목요일,120.0,7867.0,179.5,12382.5,336.6,12205.8,0
2016-12-16,금요일,0.0,0.0,179.5,12382.5,336.6,12205.8,0
2016-12-17,토요일,146.0,5370.0,179.5,12382.5,336.6,12205.8,0
2016-12-18,일요일,0.0,0.0,179.5,12382.5,336.6,12205.8,0
2016-12-19,월요일,0.0,0.0,131.0,7094.5,155.25,9738.5,0
2016-12-20,화요일,164.0,5287.0,131.0,7094.5,155.25,9738.5,0
2016-12-21,수요일,0.0,0.0,131.0,7094.5,155.25,9738.5,0
2016-12-22,목요일,116.0,6560.0,131.0,7094.5,155.25,9738.5,0
2016-12-23,금요일,0.0,0.0,131.0,7094.5,155.25,9738.5,0
2016-12-24,토요일,0.0,0.0,131.0,7094.5,155.25,9738.5,0
2016-12-25,일요일,0.0,0.0,131.0,7094.5,155.25,9738.5,0
2016-12-26,월요일,0.0,0.0,140.0,5923.5,134.0,6704.166666666667,0
2016-12-27,화요일,0.0,0.0,140.0,5923.5,134.0,6704.166666666667,0
2016-12-28,수요일,0.0,0.0,140.0,5923.5,134.0,6704.166666666667,0
2016-12-29,목요일,0.0,0.0,140.0,5923.5,134.0,6704.166666666667,0
2016-12-30,금요일,0.0,0.0,140.0,5923.5,134.0,6704.166666666667,0
2016-12-31,토요일,0.0,0.0,140.0,5923.5,134.0,6704.166666666667,0
2017-01-01,일요일,0.0,0.0,140.0,5923.5,134.0,6704.166666666667,0
2017-01-02,월요일,0.0,0.0,0.0,0.0,140.0,5923.5,0
2017-01-03,화요일,0.0,0.0,0.0,0.0,140.0,5923.5,0
2017-01-04,수요일,0.0,0.0,0.0,0.0,140.0,5923.5,0
2017-01-05,목요일,0.0,0.0,0.0,0.0,140.0,5923.5,0
2017-01-06,금요일,0.0,0.0,0.0,0.0,140.0,5923.5,0
2017-01-07,토요일,0.0,0.0,0.0,0.0,140.0,5923.5,0
2017-01-08,일요일,0.0,0.0,0.0,0.0,140.0,5923.5,0
2017-01-09,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-10,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-11,수요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-12,목요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-13,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-14,토요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-15,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-16,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-17,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-18,수요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-19,목요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-20,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-21,토요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-22,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-23,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-24,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-25,수요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-26,목요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-27,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-28,토요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-29,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-30,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-01-31,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-01,수요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-02,목요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-03,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-04,토요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-05,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-06,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-07,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-08,수요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-09,목요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-10,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-11,토요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-12,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-13,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-14,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-15,수요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-16,목요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-17,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-18,토요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-19,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-20,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-21,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-22,수요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-23,목요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-24,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-25,토요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-26,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-27,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-02-28,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-03-01,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-02,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-03,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-04,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-05,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-06,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-07,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-08,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-09,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-10,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-11,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-12,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-13,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-14,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-15,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-16,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-17,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-18,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-19,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-20,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-21,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-22,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-23,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-24,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-25,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-26,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-27,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-28,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-29,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-30,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-03-31,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-01,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-02,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-03,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-04,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-05,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-06,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-07,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-08,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-09,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-10,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-11,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-12,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-13,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-14,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-15,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-16,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-17,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-18,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-19,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-20,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-21,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-22,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-23,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-24,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-25,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-26,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-27,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-28,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-29,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-04-30,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-01,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-02,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-03,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-04,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-05,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-06,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-07,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-08,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-09,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-10,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-11,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-12,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-13,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-14,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-15,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-16,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-17,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-18,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-19,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-20,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-21,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-22,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-23,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-24,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-25,목요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-26,금요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-27,토요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-28,일요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-29,월요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-30,화요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-05-31,수요일,0.0,0.0,0.0,0.0,0.0,0.0,1
2017-06-01,목요일,0.0,0.0,0.0,0.0,0.0,0.0,2
2017-06-02,금요일,24.0,19792.0,0.0,0.0,0.0,0.0,2
2017-06-03,토요일,10.0,20000.0,0.0,0.0,0.0,0.0,2
2017-06-04,일요일,0.0,0.0,0.0,0.0,0.0,0.0,2
2017-06-05,월요일,0.0,0.0,17.0,19896.0,17.0,19896.0,2
2017-06-06,화요일,228.0,16623.0,17.0,19896.0,17.0,19896.0,2
2017-06-07,수요일,0.0,0.0,17.0,19896.0,17.0,19896.0,2
2017-06-08,목요일,208.0,17043.0,17.0,19896.0,17.0,19896.0,2
2017-06-09,금요일,210.0,14571.0,17.0,19896.0,17.0,19896.0,2
2017-06-10,토요일,360.0,14722.0,17.0,19896.0,17.0,19896.0,2
2017-06-11,일요일,0.0,0.0,17.0,19896.0,17.0,19896.0,2
2017-06-12,월요일,380.0,14516.0,251.5,15739.75,173.33333333333334,17125.166666666668,2
2017-06-13,화요일,452.0,15217.0,251.5,15739.75,173.33333333333334,17125.166666666668,2
2017-06-14,수요일,516.0,15391.0,251.5,15739.75,173.33333333333334,17125.166666666668,2
2017-06-15,목요일,538.0,15493.0,251.5,15739.75,173.33333333333334,17125.166666666668,2
2017-06-16,금요일,646.0,14783.0,251.5,15739.75,173.33333333333334,17125.166666666668,2
2017-06-17,토요일,672.0,13423.0,251.5,15739.75,173.33333333333334,17125.166666666668,2
2017-06-18,일요일,0.0,0.0,251.5,15739.75,173.33333333333334,17125.166666666668,2
2017-06-19,월요일,720.0,12139.0,534.0,14803.833333333334,421.0,15178.2,2
2017-06-20,화요일,484.0,11310.0,534.0,14803.833333333334,421.0,15178.2,2
2017-06-21,수요일,464.0,12362.0,534.0,14803.833333333334,421.0,15178.2,2
2017-06-22,목요일,320.0,15353.0,534.0,14803.833333333334,421.0,15178.2,2
2017-06-23,금요일,320.0,12550.0,534.0,14803.833333333334,421.0,15178.2,2
2017-06-24,토요일,80.0,15000.0,534.0,14803.833333333334,421.0,15178.2,2
2017-06-25,일요일,0.0,0.0,534.0,14803.833333333334,421.0,15178.2,2
2017-06-26,월요일,282.0,13770.0,398.0,13119.0,466.0,13961.416666666666,2
2017-06-27,화요일,82.0,15000.0,398.0,13119.0,466.0,13961.416666666666,2
2017-06-28,수요일,138.0,15181.0,398.0,13119.0,466.0,13961.416666666666,2
2017-06-29,목요일,138.0,16225.0,398.0,13119.0,466.0,13961.416666666666,2
2017-06-30,금요일,254.0,16260.0,398.0,13119.0,466.0,13961.416666666666,2
2017-07-01,토요일,278.0,16953.0,398.0,13119.0,466.0,13961.416666666666,2
2017-07-02,일요일,0.0,0.0,398.0,13119.0,466.0,13961.416666666666,2
2017-07-03,월요일,882.0,18390.0,195.33333333333334,15564.833333333334,296.6666666666667,14341.916666666666,2
2017-07-04,화요일,462.0,17277.0,195.33333333333334,15564.833333333334,296.6666666666667,14341.916666666666,2
2017-07-05,수요일,604.0,16565.0,195.33333333333334,15564.833333333334,296.6666666666667,14341.916666666666,2
2017-07-06,목요일,430.0,14977.0,195.33333333333334,15564.833333333334,296.6666666666667,14341.916666666666,2
2017-07-07,금요일,868.0,15091.0,195.33333333333334,15564.833333333334,296.6666666666667,14341.916666666666,2
2017-07-08,토요일,242.0,10959.0,195.33333333333334,15564.833333333334,296.6666666666667,14341.916666666666,2
2017-07-09,일요일,0.0,0.0,195.33333333333334,15564.833333333334,296.6666666666667,14341.916666666666,2
2017-07-10,월요일,890.0,10969.0,581.3333333333334,15543.166666666666,388.3333333333333,15554.0,2
2017-07-11,화요일,478.0,9010.0,581.3333333333334,15543.166666666666,388.3333333333333,15554.0,2
2017-07-12,수요일,426.0,13577.0,581.3333333333334,15543.166666666666,388.3333333333333,15554.0,2
2017-07-13,목요일,930.0,14985.0,581.3333333333334,15543.166666666666,388.3333333333333,15554.0,2
2017-07-14,금요일,744.0,12622.0,581.3333333333334,15543.166666666666,388.3333333333333,15554.0,2
2017-07-15,토요일,330.0,11285.0,581.3333333333334,15543.166666666666,388.3333333333333,15554.0,2
2017-07-16,일요일,0.0,0.0,581.3333333333334,15543.166666666666,388.3333333333333,15554.0,2
2017-07-17,월요일,726.0,14950.0,633.0,12074.666666666666,607.1666666666666,13808.916666666666,2
2017-07-18,화요일,632.0,17025.0,633.0,12074.666666666666,607.1666666666666,13808.916666666666,2
2017-07-19,수요일,322.0,13242.0,633.0,12074.666666666666,607.1666666666666,13808.916666666666,2
2017-07-20,목요일,880.0,11268.0,633.0,12074.666666666666,607.1666666666666,13808.916666666666,2
2017-07-21,금요일,874.0,12763.0,633.0,12074.666666666666,607.1666666666666,13808.916666666666,2
2017-07-22,토요일,490.0,10888.0,633.0,12074.666666666666,607.1666666666666,13808.916666666666,2
2017-07-23,일요일,0.0,0.0,633.0,12074.666666666666,607.1666666666666,13808.916666666666,2
2017-07-24,월요일,1188.0,10007.0,654.0,13356.0,643.5,12715.333333333334,2
2017-07-25,화요일,1200.0,10712.0,654.0,13356.0,643.5,12715.333333333334,2
2017-07-26,수요일,872.0,8896.0,654.0,13356.0,643.5,12715.333333333334,2
2017-07-27,목요일,1446.0,9383.0,654.0,13356.0,643.5,12715.333333333334,2
2017-07-28,금요일,784.0,9222.0,654.0,13356.0,643.5,12715.333333333334,2
2017-07-29,토요일,1152.0,8589.0,654.0,13356.0,643.5,12715.333333333334,2
2017-07-30,일요일,0.0,0.0,654.0,13356.0,643.5,12715.333333333334,2
2017-07-31,월요일,1398.0,11153.0,1107.0,9468.166666666666,880.5,11412.083333333334,2
2017-08-01,화요일,1578.0,9389.0,1107.0,9468.166666666666,880.5,11412.083333333334,2
2017-08-02,수요일,2144.0,8804.0,1107.0,9468.166666666666,880.5,11412.083333333334,2
2017-08-03,목요일,1286.0,8846.0,1107.0,9468.166666666666,880.5,11412.083333333334,2
2017-08-04,금요일,1360.0,7852.0,1107.0,9468.166666666666,880.5,11412.083333333334,2
2017-08-05,토요일,0.0,0.0,1107.0,9468.166666666666,880.5,11412.083333333334,2
2017-08-06,일요일,0.0,0.0,1107.0,9468.166666666666,880.5,11412.083333333334,2
2017-08-07,월요일,1842.0,9048.0,1553.2,9208.8,1309.8181818181818,9350.272727272728,2
2017-08-08,화요일,1392.0,10405.0,1553.2,9208.8,1309.8181818181818,9350.272727272728,2
2017-08-09,수요일,1196.0,8615.0,1553.2,9208.8,1309.8181818181818,9350.272727272728,2
2017-08-10,목요일,1738.0,9119.0,1553.2,9208.8,1309.8181818181818,9350.272727272728,2
2017-08-11,금요일,2032.0,9309.0,1553.2,9208.8,1309.8181818181818,9350.272727272728,2
2017-08-12,토요일,2010.0,8372.0,1553.2,9208.8,1309.8181818181818,9350.272727272728,2
2017-08-13,일요일,0.0,0.0,1553.2,9208.8,1309.8181818181818,9350.272727272728,2
2017-08-14,월요일,1476.0,10890.0,1701.6666666666667,9144.666666666666,1634.1818181818182,9173.818181818182,2
2017-08-15,화요일,898.0,9444.0,1701.6666666666667,9144.666666666666,1634.1818181818182,9173.818181818182,2
2017-08-16,수요일,1124.0,11328.0,1701.6666666666667,9144.666666666666,1634.1818181818182,9173.818181818182,2
2017-08-17,목요일,1138.0,11392.0,1701.6666666666667,9144.666666666666,1634.1818181818182,9173.818181818182,2
2017-08-18,금요일,1472.0,10757.0,1701.6666666666667,9144.666666666666,1634.1818181818182,9173.818181818182,2
2017-08-19,토요일,1672.0,10298.0,1701.6666666666667,9144.666666666666,1634.1818181818182,9173.818181818182,2
2017-08-20,일요일,0.0,0.0,1701.6666666666667,9144.666666666666,1634.1818181818182,9173.818181818182,2
2017-08-21,월요일,1400.0,12694.0,1296.6666666666667,10684.833333333334,1499.1666666666667,9914.75,2
2017-08-22,화요일,1474.0,11509.0,1296.6666666666667,10684.833333333334,1499.1666666666667,9914.75,2
2017-08-23,수요일,1888.0,10745.0,1296.6666666666667,10684.833333333334,1499.1666666666667,9914.75,2
2017-08-24,목요일,2216.0,11304.0,1296.6666666666667,10684.833333333334,1499.1666666666667,9914.75,2
2017-08-25,금요일,2594.0,11950.0,1296.6666666666667,10684.833333333334,1499.1666666666667,9914.75,2
2017-08-26,토요일,3278.0,9892.0,1296.6666666666667,10684.833333333334,1499.1666666666667,9914.75,2
2017-08-27,일요일,0.0,0.0,1296.6666666666667,10684.833333333334,1499.1666666666667,9914.75,2
2017-08-28,월요일,2136.0,11319.0,2141.6666666666665,11349.0,1719.1666666666667,11016.916666666666,2
2017-08-29,화요일,1956.0,10964.0,2141.6666666666665,11349.0,1719.1666666666667,11016.916666666666,2
2017-08-30,수요일,2180.0,10220.0,2141.6666666666665,11349.0,1719.1666666666667,11016.916666666666,2
2017-08-31,목요일,2794.0,10866.0,2141.6666666666665,11349.0,1719.1666666666667,11016.916666666666,2
2017-09-01,금요일,2766.0,8790.0,2141.6666666666665,11349.0,1719.1666666666667,11016.916666666666,3
2017-09-02,토요일,2946.0,8467.0,2141.6666666666665,11349.0,1719.1666666666667,11016.916666666666,3
2017-09-03,일요일,0.0,0.0,2141.6666666666665,11349.0,1719.1666666666667,11016.916666666666,3
2017-09-04,월요일,3080.0,8745.0,2463.0,10104.333333333334,2302.3333333333335,10726.666666666666,3
2017-09-05,화요일,3426.0,7600.0,2463.0,10104.333333333334,2302.3333333333335,10726.666666666666,3
2017-09-06,수요일,2290.0,8046.0,2463.0,10104.333333333334,2302.3333333333335,10726.666666666666,3
2017-09-07,목요일,1912.0,7860.0,2463.0,10104.333333333334,2302.3333333333335,10726.666666666666,3
2017-09-08,금요일,2440.0,8025.0,2463.0,10104.333333333334,2302.3333333333335,10726.666666666666,3
2017-09-09,토요일,2292.0,8372.0,2463.0,10104.333333333334,2302.3333333333335,10726.666666666666,3
2017-09-10,일요일,0.0,0.0,2463.0,10104.333333333334,2302.3333333333335,10726.666666666666,3
2017-09-11,월요일,1800.0,8591.0,2573.3333333333335,8108.0,2518.1666666666665,9106.166666666666,3
2017-09-12,화요일,1252.0,9522.0,2573.3333333333335,8108.0,2518.1666666666665,9106.166666666666,3
2017-09-13,수요일,2544.0,9224.0,2573.3333333333335,8108.0,2518.1666666666665,9106.166666666666,3
2017-09-14,목요일,4126.0,8587.0,2573.3333333333335,8108.0,2518.1666666666665,9106.166666666666,3
2017-09-15,금요일,3482.0,8257.0,2573.3333333333335,8108.0,2518.1666666666665,9106.166666666666,3
2017-09-16,토요일,2832.0,6688.0,2573.3333333333335,8108.0,2518.1666666666665,9106.166666666666,3
2017-09-17,일요일,0.0,0.0,2573.3333333333335,8108.0,2518.1666666666665,9106.166666666666,3
2017-09-18,월요일,3004.0,6726.0,2672.6666666666665,8478.166666666666,2623.0,8293.083333333334,3
2017-09-19,화요일,2930.0,7268.0,2672.6666666666665,8478.166666666666,2623.0,8293.083333333334,3
2017-09-20,수요일,2672.0,6412.0,2672.6666666666665,8478.166666666666,2623.0,8293.083333333334,3
2017-09-21,목요일,4190.0,5869.0,2672.6666666666665,8478.166666666666,2623.0,8293.083333333334,3
2017-09-22,금요일,2678.0,5786.0,2672.6666666666665,8478.166666666666,2623.0,8293.083333333334,3
2017-09-23,토요일,3772.0,5981.0,2672.6666666666665,8478.166666666666,2623.0,8293.083333333334,3
2017-09-24,일요일,0.0,0.0,2672.6666666666665,8478.166666666666,2623.0,8293.083333333334,3
2017-09-25,월요일,5568.0,7786.0,3207.6666666666665,6340.333333333333,2940.1666666666665,7409.25,3
2017-09-26,화요일,4621.0,6710.0,3207.6666666666665,6340.333333333333,2940.1666666666665,7409.25,3
2017-09-27,수요일,3508.0,6284.0,3207.6666666666665,6340.333333333333,2940.1666666666665,7409.25,3
2017-09-28,목요일,2822.0,7241.0,3207.6666666666665,6340.333333333333,2940.1666666666665,7409.25,3
2017-09-29,금요일,4580.0,6974.0,3207.6666666666665,6340.333333333333,2940.1666666666665,7409.25,3
2017-09-30,토요일,6194.0,6285.0,3207.6666666666665,6340.333333333333,2940.1666666666665,7409.25,3
2017-10-01,일요일,40.0,9000.0,3207.6666666666665,6340.333333333333,2940.1666666666665,7409.25,3
2017-10-02,월요일,5612.0,7302.0,3904.714285714286,7182.857142857143,3583.0,6794.0,3
