date,요일,샤인마스캇_거래량(kg),샤인마스캇_가격(원/kg),소비자물가지수,자동차용경유,재배지역_평균기온,재배지역_평균운량,재배지역_일강수량,재배지역_일교차,수출(중량),수출(금액),수입(중량),수입(금액),재배면적(ha),블루베리_거래물량(kg),최저시급,경제활동인구,실업률 (%)
2016-11-04,금요일,630.0,8456.0,96.237,1224.96,7.69,0.0,0.0,16.22,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-05,토요일,656.0,8064.0,96.237,1224.94,11.03,0.0,0.0,18.14,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-06,일요일,0.0,0.0,96.237,1224.7,12.14,0.0,0.0,7.1,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-07,월요일,856.0,9638.0,96.237,1225.2,13.11,0.0,0.16,8.75,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-08,화요일,766.0,9868.0,96.237,1224.63,9.45,0.0,0.66,9.47,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-09,수요일,766.0,10158.0,96.237,1224.5,4.86,0.0,0.0,11.0,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-10,목요일,790.0,10723.0,96.237,1224.44,7.92,0.0,0.43,10.5,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-11,금요일,1000.0,10391.0,96.237,1224.23,9.15,0.0,0.06,11.45,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-12,토요일,1048.0,11413.0,96.237,1223.9,7.87,0.0,0.0,15.73,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-13,일요일,0.0,0.0,96.237,1223.65,9.92,0.0,0.0,15.12,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-14,월요일,842.0,12043.0,96.237,1223.89,13.39,0.0,0.07,11.01,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-15,화요일,818.0,12252.0,96.237,1223.02,11.03,0.0,0.0,12.77,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-16,수요일,902.0,12491.0,96.237,1222.71,7.08,0.0,0.0,15.85,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-17,목요일,1002.0,11723.0,96.237,1222.37,8.86,0.0,0.0,11.28,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-18,금요일,1044.0,8644.0,96.237,1222.02,8.6,0.0,8.56,12.7,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-19,토요일,552.0,11781.0,96.237,1221.54,12.76,0.0,1.05,5.1,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-20,일요일,0.0,0.0,96.237,1220.99,13.17,0.0,0.0,10.98,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-21,월요일,524.0,12555.0,96.237,1221.04,11.18,0.0,0.04,8.75,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-22,화요일,664.0,11273.0,96.237,1220.73,7.59,0.0,0.02,7.28,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-23,수요일,510.0,12382.0,96.237,1220.62,4.71,0.0,0.0,9.36,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-24,목요일,502.0,11440.0,96.237,1220.48,1.3,0.0,0.0,8.31,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-25,금요일,384.0,12010.0,96.237,1220.55,2.25,0.0,0.0,11.33,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-26,토요일,394.0,12660.0,96.237,1220.26,-0.33,0.0,2.18,7.53,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-27,일요일,0.0,0.0,96.237,1220.03,2.13,0.0,0.0,4.53,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-28,월요일,550.0,11751.0,96.237,1220.43,3.69,0.0,0.0,9.0,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-29,화요일,256.0,12945.0,96.237,1221.11,3.7,0.0,0.0,10.8,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-11-30,수요일,384.0,13487.0,96.237,1221.21,6.32,0.0,0.72,7.54,1637.54,10530.233333333334,195843.71333333335,515718.86666666664,14946.0,55.34,6030,952172,0.11
2016-12-01,목요일,888.0,8555.0,96.342,1221.73,6.97,0.0,0.15,11.22,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-02,금요일,318.0,12119.0,96.342,1224.0,3.94,0.0,0.0,11.05,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-03,토요일,252.0,13671.0,96.342,1225.36,3.33,0.0,0.0,15.08,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-04,일요일,0.0,0.0,96.342,1225.87,3.39,0.0,0.0,9.35,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-05,월요일,288.0,14097.0,96.342,1227.52,7.94,0.0,0.0,14.83,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-06,화요일,116.0,14724.0,96.342,1229.35,2.24,0.0,0.0,11.13,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-07,수요일,0.0,0.0,96.342,1231.05,-1.26,0.0,0.18,9.27,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-08,목요일,0.0,0.0,96.342,1233.16,2.28,0.0,0.06,13.85,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-09,금요일,170.0,11188.0,96.342,1234.92,5.19,0.0,1.07,9.65,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-10,토요일,144.0,9521.0,96.342,1236.0,1.73,0.0,0.0,12.25,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-11,일요일,0.0,0.0,96.342,1236.84,-0.07,0.0,0.0,13.46,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-12,월요일,140.0,6743.0,96.342,1239.16,3.11,0.0,0.0,14.26,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-13,화요일,118.0,8398.0,96.342,1243.56,5.9,0.0,0.0,9.28,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-14,수요일,0.0,0.0,96.342,1247.64,2.99,0.0,0.1,6.08,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-15,목요일,120.0,7867.0,96.342,1250.31,0.16,0.0,0.0,7.61,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-16,금요일,0.0,0.0,96.342,1252.84,-0.91,0.0,0.0,8.59,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-17,토요일,146.0,5370.0,96.342,1254.74,3.66,0.0,0.0,11.91,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-18,일요일,0.0,0.0,96.342,1255.3,2.82,0.0,0.0,13.91,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-19,월요일,0.0,0.0,96.342,1257.12,5.72,0.0,2.29,4.49,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-20,화요일,164.0,5287.0,96.342,1259.14,6.61,0.0,0.0,9.03,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-21,수요일,0.0,0.0,96.342,1260.81,5.51,0.0,3.44,6.61,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-22,목요일,116.0,6560.0,96.342,1262.02,9.64,0.0,4.38,8.98,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-23,금요일,0.0,0.0,96.342,1263.65,2.79,0.0,0.08,5.18,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-24,토요일,0.0,0.0,96.342,1265.23,0.36,0.0,0.0,6.9,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-25,일요일,0.0,0.0,96.342,1265.82,2.43,0.0,0.0,12.41,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-26,월요일,0.0,0.0,96.342,1267.69,4.47,0.0,13.19,2.35,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-27,화요일,0.0,0.0,96.342,1269.74,2.35,0.0,0.11,8.44,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-28,수요일,0.0,0.0,96.342,1271.73,-0.76,0.0,0.0,11.68,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-29,목요일,0.0,0.0,96.342,1273.64,-0.32,0.0,0.02,6.87,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-30,금요일,0.0,0.0,96.342,1275.73,-0.59,0.0,0.0,10.38,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2016-12-31,토요일,0.0,0.0,96.342,1277.36,1.28,0.0,0.0,10.29,288.8354838709677,1663.741935483871,75073.36129032259,187979.51612903227,14946.0,53.55,6030,938310,0.11
2017-01-01,일요일,0.0,0.0,97.366,1279.34,1.96,0.0,0.0,12.94,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-02,월요일,0.0,0.0,97.366,1281.55,4.41,0.0,0.0,12.83,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-03,화요일,0.0,0.0,97.366,1285.44,4.15,0.0,0.0,11.27,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-04,수요일,0.0,0.0,97.366,1288.66,3.16,0.0,0.0,14.18,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-05,목요일,0.0,0.0,97.366,1290.76,3.61,0.0,0.02,10.44,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-06,금요일,0.0,0.0,97.366,1292.58,4.33,0.0,0.02,10.15,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-07,토요일,0.0,0.0,97.366,1294.04,2.44,0.0,0.0,11.54,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-08,일요일,0.0,0.0,97.366,1294.73,7.33,0.0,0.0,9.19,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-09,월요일,0.0,0.0,97.366,1296.5,5.67,0.0,0.15,8.55,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-10,화요일,0.0,0.0,97.366,1298.42,1.43,0.0,0.0,7.11,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-11,수요일,0.0,0.0,97.366,1299.82,-1.09,0.0,0.0,9.02,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-12,목요일,0.0,0.0,97.366,1300.7,1.2,0.0,0.0,12.21,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-13,금요일,0.0,0.0,97.366,1301.58,-1.47,0.0,0.16,10.86,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-14,토요일,0.0,0.0,97.366,1302.12,-4.27,0.0,0.0,6.34,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-15,일요일,0.0,0.0,97.366,1302.39,-4.01,0.0,0.0,11.2,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-16,월요일,0.0,0.0,97.366,1303.38,-2.93,0.0,0.0,14.43,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-17,화요일,0.0,0.0,97.366,1303.96,-2.67,0.0,0.0,14.5,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-18,수요일,0.0,0.0,97.366,1304.57,0.45,0.0,0.0,12.31,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-19,목요일,0.0,0.0,97.366,1304.91,0.36,0.0,0.0,12.82,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-20,금요일,0.0,0.0,97.366,1305.33,-1.35,0.0,1.84,5.92,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-21,토요일,0.0,0.0,97.366,1305.47,-2.38,0.0,0.04,12.52,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-22,일요일,0.0,0.0,97.366,1305.52,-2.86,0.0,0.79,6.24,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-23,월요일,0.0,0.0,97.366,1306.04,-4.96,0.0,0.0,7.61,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-24,화요일,0.0,0.0,97.366,1306.38,-4.06,0.0,0.0,11.64,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-25,수요일,0.0,0.0,97.366,1306.65,-2.53,0.0,0.0,12.77,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-26,목요일,0.0,0.0,97.366,1307.01,-1.47,0.0,0.0,17.93,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-27,금요일,0.0,0.0,97.366,1307.38,2.7,0.0,0.16,9.83,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-28,토요일,0.0,0.0,97.366,1307.45,0.66,0.0,0.0,16.17,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-29,일요일,0.0,0.0,97.366,1307.57,3.5,0.0,1.62,5.95,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-30,월요일,0.0,0.0,97.366,1307.61,0.12,0.0,0.21,9.34,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-01-31,화요일,0.0,0.0,97.366,1307.99,-2.02,0.0,0.0,13.94,49.54516129032258,179.8709677419355,114128.46129032258,317240.67741935485,13107.0,9.89,6470,927103,0.13
2017-02-01,수요일,0.0,0.0,97.632,1308.18,0.15,0.0,0.0,9.11,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-02,목요일,0.0,0.0,97.632,1308.23,0.28,0.0,0.0,11.95,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-03,금요일,0.0,0.0,97.632,1308.28,3.07,0.0,0.0,12.18,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-04,토요일,0.0,0.0,97.632,1308.09,4.62,0.0,0.0,15.72,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-05,일요일,0.0,0.0,97.632,1307.98,5.01,0.0,0.34,7.84,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-06,월요일,0.0,0.0,97.632,1308.39,2.0,0.0,0.07,7.39,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-07,화요일,0.0,0.0,97.632,1308.36,0.74,0.0,0.0,10.93,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-08,수요일,0.0,0.0,97.632,1308.42,1.38,0.0,0.0,11.17,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-09,목요일,0.0,0.0,97.632,1308.22,-1.03,0.0,0.0,6.91,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-10,금요일,0.0,0.0,97.632,1308.21,-2.91,0.0,0.0,6.23,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-11,토요일,0.0,0.0,97.632,1307.9,-2.09,0.0,0.0,9.23,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-12,일요일,0.0,0.0,97.632,1307.75,0.15,0.0,0.0,12.84,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-13,월요일,0.0,0.0,97.632,1308.03,2.03,0.0,0.61,12.87,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-14,화요일,0.0,0.0,97.632,1307.85,1.79,0.0,0.1,11.12,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-15,수요일,0.0,0.0,97.632,1307.68,2.54,0.0,0.0,18.64,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-16,목요일,0.0,0.0,97.632,1307.67,7.08,0.0,0.93,21.91,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-17,금요일,0.0,0.0,97.632,1307.58,7.24,0.0,0.42,12.13,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-18,토요일,0.0,0.0,97.632,1307.24,0.76,0.0,0.0,9.34,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-19,일요일,0.0,0.0,97.632,1307.06,3.44,0.0,1.85,16.29,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-20,월요일,0.0,0.0,97.632,1307.26,4.06,0.0,9.01,10.89,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-21,화요일,0.0,0.0,97.632,1307.23,1.63,0.0,0.0,15.46,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-22,수요일,0.0,0.0,97.632,1306.97,3.94,0.0,18.93,3.59,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-23,목요일,0.0,0.0,97.632,1306.83,2.13,0.0,0.0,7.47,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-24,금요일,0.0,0.0,97.632,1306.76,1.38,0.0,0.0,10.19,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-25,토요일,0.0,0.0,97.632,1306.11,3.64,0.0,0.0,12.94,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-26,일요일,0.0,0.0,97.632,1305.81,4.06,0.0,0.0,13.24,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-27,월요일,0.0,0.0,97.632,1306.08,3.95,0.0,0.02,14.94,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-02-28,화요일,0.0,0.0,97.632,1305.87,4.94,0.0,0.0,16.58,605.0142857142857,1924.392857142857,302464.71785714285,959897.1428571428,13107.0,10.95,6470,942103,0.17
2017-03-01,수요일,0.0,0.0,97.565,1305.45,6.34,0.0,0.2,13.72,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-02,목요일,0.0,0.0,97.565,1305.23,4.72,0.0,0.77,8.35,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-03,금요일,0.0,0.0,97.565,1305.22,4.85,0.0,0.0,15.61,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-04,토요일,0.0,0.0,97.565,1304.67,6.59,0.0,0.0,15.93,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-05,일요일,0.0,0.0,97.565,1304.39,7.0,0.0,0.0,16.25,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-06,월요일,0.0,0.0,97.565,1304.55,4.06,0.0,0.02,8.66,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-07,화요일,0.0,0.0,97.565,1304.04,1.11,0.0,0.26,7.75,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-08,수요일,0.0,0.0,97.565,1303.59,1.97,0.0,0.0,9.29,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-09,목요일,0.0,0.0,97.565,1303.21,6.3,0.0,0.0,13.98,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-10,금요일,0.0,0.0,97.565,1302.8,6.4,0.0,0.0,14.1,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-11,토요일,0.0,0.0,97.565,1302.11,6.55,0.0,0.0,19.98,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-12,일요일,0.0,0.0,97.565,1301.83,9.34,0.0,0.0,19.74,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-13,월요일,0.0,0.0,97.565,1301.76,10.01,0.0,0.0,11.31,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-14,화요일,0.0,0.0,97.565,1301.02,7.45,0.0,0.0,10.36,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-15,수요일,0.0,0.0,97.565,1300.28,5.8,0.0,0.0,15.3,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-16,목요일,0.0,0.0,97.565,1299.25,6.99,0.0,0.0,15.76,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-17,금요일,0.0,0.0,97.565,1298.26,8.18,0.0,0.0,17.11,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-18,토요일,0.0,0.0,97.565,1297.22,8.92,0.0,0.0,16.3,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-19,일요일,0.0,0.0,97.565,1296.7,9.9,0.0,0.0,18.47,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-20,월요일,0.0,0.0,97.565,1296.27,7.87,0.0,3.22,13.34,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-21,화요일,0.0,0.0,97.565,1294.74,8.81,0.0,1.44,11.66,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-22,수요일,0.0,0.0,97.565,1293.51,8.44,0.0,0.0,15.97,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-23,목요일,0.0,0.0,97.565,1292.12,10.54,0.0,0.0,11.48,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-24,금요일,0.0,0.0,97.565,1290.88,9.0,0.0,0.0,11.22,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-25,토요일,0.0,0.0,97.565,1289.62,6.43,0.0,12.31,5.33,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-26,일요일,0.0,0.0,97.565,1289.0,6.29,0.0,2.64,6.81,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-27,월요일,0.0,0.0,97.565,1288.47,5.77,0.0,1.91,9.92,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
2017-03-28,화요일,0.0,0.0,97.565,1286.82,7.93,0.0,0.0,15.53,675.8612903225807,1195.5483870967741,591710.0322580645,1662215.6129032257,13107.0,9.89,6470,951000,0.14
