date,요일,팽이버섯_거래량(kg),팽이버섯_가격(원/kg),팽이버섯_거래량의_1주전_평균,팽이버섯_가격의_1주전_평균,팽이버섯_거래량의_2주전_평균,팽이버섯_가격의_2주전_평균,계절
2016-09-24,토요일,106572.0,1842.0,99157.25,2347.0,107299.5,2391.2727272727275,3
2016-09-25,일요일,0.0,0.0,99157.25,2347.0,107299.5,2391.2727272727275,3
2016-09-26,월요일,118432.0,2247.0,122764.83333333333,1828.1666666666667,113321.8,2035.7,3
2016-09-27,화요일,118265.0,2463.0,122764.83333333333,1828.1666666666667,113321.8,2035.7,3
2016-09-28,수요일,127268.0,1952.0,122764.83333333333,1828.1666666666667,113321.8,2035.7,3
2016-09-29,목요일,129877.8,1762.0,122764.83333333333,1828.1666666666667,113321.8,2035.7,3
2016-09-30,금요일,125636.2,1904.0,122764.83333333333,1828.1666666666667,113321.8,2035.7,3
2016-10-01,토요일,117728.0,2147.0,122764.83333333333,1828.1666666666667,113321.8,2035.7,3
2016-10-02,일요일,0.0,0.0,122764.83333333333,1828.1666666666667,113321.8,2035.7,3
2016-10-03,월요일,125492.0,2046.0,122867.83333333333,2079.1666666666665,122816.33333333333,1953.6666666666667,3
2016-10-04,화요일,115356.0,2247.0,122867.83333333333,2079.1666666666665,122816.33333333333,1953.6666666666667,3
2016-10-05,수요일,115184.0,2128.0,122867.83333333333,2079.1666666666665,122816.33333333333,1953.6666666666667,3
2016-10-06,목요일,114055.0,2124.0,122867.83333333333,2079.1666666666665,122816.33333333333,1953.6666666666667,3
2016-10-07,금요일,122927.0,1990.0,122867.83333333333,2079.1666666666665,122816.33333333333,1953.6666666666667,3
2016-10-08,토요일,116884.0,1926.0,122867.83333333333,2079.1666666666665,122816.33333333333,1953.6666666666667,3
2016-10-09,일요일,0.0,0.0,122867.83333333333,2079.1666666666665,122816.33333333333,1953.6666666666667,3
2016-10-10,월요일,132164.0,2104.0,118316.33333333333,2076.8333333333335,120592.08333333333,2078.0,3
2016-10-11,화요일,128371.0,2004.0,118316.33333333333,2076.8333333333335,120592.08333333333,2078.0,3
2016-10-12,수요일,118887.0,1947.0,118316.33333333333,2076.8333333333335,120592.08333333333,2078.0,3
2016-10-13,목요일,115716.0,1918.0,118316.33333333333,2076.8333333333335,120592.08333333333,2078.0,3
2016-10-14,금요일,112248.0,2061.0,118316.33333333333,2076.8333333333335,120592.08333333333,2078.0,3
2016-10-15,토요일,95555.0,2337.0,118316.33333333333,2076.8333333333335,120592.08333333333,2078.0,3
2016-10-16,일요일,0.0,0.0,118316.33333333333,2076.8333333333335,120592.08333333333,2078.0,3
2016-10-17,월요일,117589.0,2431.0,117156.83333333333,2061.8333333333335,117736.58333333333,2069.3333333333335,3
2016-10-18,화요일,113274.0,2349.0,117156.83333333333,2061.8333333333335,117736.58333333333,2069.3333333333335,3
2016-10-19,수요일,112682.0,2293.0,117156.83333333333,2061.8333333333335,117736.58333333333,2069.3333333333335,3
2016-10-20,목요일,117390.0,2125.0,117156.83333333333,2061.8333333333335,117736.58333333333,2069.3333333333335,3
2016-10-21,금요일,119537.0,2250.0,117156.83333333333,2061.8333333333335,117736.58333333333,2069.3333333333335,3
2016-10-22,토요일,117426.0,2166.0,117156.83333333333,2061.8333333333335,117736.58333333333,2069.3333333333335,3
2016-10-23,일요일,0.0,0.0,117156.83333333333,2061.8333333333335,117736.58333333333,2069.3333333333335,3
2016-10-24,월요일,125578.5,2243.0,116316.33333333333,2269.0,116736.58333333333,2165.4166666666665,3
2016-10-25,화요일,119168.0,2185.0,116316.33333333333,2269.0,116736.58333333333,2165.4166666666665,3
2016-10-26,수요일,115192.5,2078.0,116316.33333333333,2269.0,116736.58333333333,2165.4166666666665,3
2016-10-27,목요일,115463.0,2024.0,116316.33333333333,2269.0,116736.58333333333,2165.4166666666665,3
2016-10-28,금요일,117192.0,1999.0,116316.33333333333,2269.0,116736.58333333333,2165.4166666666665,3
2016-10-29,토요일,122170.5,2133.0,116316.33333333333,2269.0,116736.58333333333,2165.4166666666665,3
2016-10-30,일요일,0.0,0.0,116316.33333333333,2269.0,116736.58333333333,2165.4166666666665,3
2016-10-31,월요일,125708.1,2232.0,119127.41666666667,2110.3333333333335,117721.875,2189.6666666666665,3
2016-11-01,화요일,115872.0,2265.0,119127.41666666667,2110.3333333333335,117721.875,2189.6666666666665,3
2016-11-02,수요일,118601.5,2167.0,119127.41666666667,2110.3333333333335,117721.875,2189.6666666666665,3
2016-11-03,목요일,110783.0,2165.0,119127.41666666667,2110.3333333333335,117721.875,2189.6666666666665,3
2016-11-04,금요일,111049.5,2135.0,119127.41666666667,2110.3333333333335,117721.875,2189.6666666666665,3
2016-11-05,토요일,108760.0,2194.0,119127.41666666667,2110.3333333333335,117721.875,2189.6666666666665,3
2016-11-06,일요일,0.0,0.0,119127.41666666667,2110.3333333333335,117721.875,2189.6666666666665,3
2016-11-07,월요일,119244.0,2346.0,115129.01666666666,2193.0,117128.21666666667,2151.6666666666665,3
2016-11-08,화요일,113732.0,2297.0,115129.01666666666,2193.0,117128.21666666667,2151.6666666666665,3
2016-11-09,수요일,117719.0,2233.0,115129.01666666666,2193.0,117128.21666666667,2151.6666666666665,3
2016-11-10,목요일,115401.0,2266.0,115129.01666666666,2193.0,117128.21666666667,2151.6666666666665,3
2016-11-11,금요일,122753.0,2251.0,115129.01666666666,2193.0,117128.21666666667,2151.6666666666665,3
2016-11-12,토요일,110115.5,2257.0,115129.01666666666,2193.0,117128.21666666667,2151.6666666666665,3
2016-11-13,일요일,0.0,0.0,115129.01666666666,2193.0,117128.21666666667,2151.6666666666665,3
2016-11-14,월요일,108246.0,2437.0,116494.08333333333,2275.0,115811.55,2234.0,3
2016-11-15,화요일,115502.5,2337.0,116494.08333333333,2275.0,115811.55,2234.0,3
2016-11-16,수요일,115029.5,2222.0,116494.08333333333,2275.0,115811.55,2234.0,3
2016-11-17,목요일,121069.0,2078.0,116494.08333333333,2275.0,115811.55,2234.0,3
2016-11-18,금요일,122012.0,2045.0,116494.08333333333,2275.0,115811.55,2234.0,3
2016-11-19,토요일,123681.0,2109.0,116494.08333333333,2275.0,115811.55,2234.0,3
2016-11-20,일요일,0.0,0.0,116494.08333333333,2275.0,115811.55,2234.0,3
2016-11-21,월요일,117347.5,2224.0,117590.0,2204.6666666666665,117042.04166666667,2239.8333333333335,3
2016-11-22,화요일,116192.0,2309.0,117590.0,2204.6666666666665,117042.04166666667,2239.8333333333335,3
2016-11-23,수요일,115341.0,2115.0,117590.0,2204.6666666666665,117042.04166666667,2239.8333333333335,3
2016-11-24,목요일,116366.5,2008.0,117590.0,2204.6666666666665,117042.04166666667,2239.8333333333335,3
2016-11-25,금요일,120801.0,1957.0,117590.0,2204.6666666666665,117042.04166666667,2239.8333333333335,3
2016-11-26,토요일,111262.0,1957.0,117590.0,2204.6666666666665,117042.04166666667,2239.8333333333335,3
2016-11-27,일요일,0.0,0.0,117590.0,2204.6666666666665,117042.04166666667,2239.8333333333335,3
2016-11-28,월요일,119292.0,1945.0,116218.33333333333,2095.0,116904.16666666667,2149.8333333333335,3
2016-11-29,화요일,116233.0,2012.0,116218.33333333333,2095.0,116904.16666666667,2149.8333333333335,3
2016-11-30,수요일,126443.4,1923.0,116218.33333333333,2095.0,116904.16666666667,2149.8333333333335,3
2016-12-01,목요일,119916.0,1839.0,116218.33333333333,2095.0,116904.16666666667,2149.8333333333335,0
2016-12-02,금요일,117895.0,1823.0,116218.33333333333,2095.0,116904.16666666667,2149.8333333333335,0
2016-12-03,토요일,117180.0,1805.0,116218.33333333333,2095.0,116904.16666666667,2149.8333333333335,0
2016-12-04,일요일,0.0,0.0,116218.33333333333,2095.0,116904.16666666667,2149.8333333333335,0
2016-12-05,월요일,124163.0,1851.0,119493.23333333334,1891.1666666666667,117855.78333333333,1993.0833333333333,0
2016-12-06,화요일,122328.5,1851.0,119493.23333333334,1891.1666666666667,117855.78333333333,1993.0833333333333,0
2016-12-07,수요일,117410.5,1858.0,119493.23333333334,1891.1666666666667,117855.78333333333,1993.0833333333333,0
2016-12-08,목요일,114091.0,1825.0,119493.23333333334,1891.1666666666667,117855.78333333333,1993.0833333333333,0
2016-12-09,금요일,119379.0,1782.0,119493.23333333334,1891.1666666666667,117855.78333333333,1993.0833333333333,0
2016-12-10,토요일,121376.0,1774.0,119493.23333333334,1891.1666666666667,117855.78333333333,1993.0833333333333,0
2016-12-11,일요일,0.0,0.0,119493.23333333334,1891.1666666666667,117855.78333333333,1993.0833333333333,0
2016-12-12,월요일,121314.0,1934.0,119791.33333333333,1823.5,119642.28333333333,1857.3333333333333,0
2016-12-13,화요일,115955.0,2007.0,119791.33333333333,1823.5,119642.28333333333,1857.3333333333333,0
2016-12-14,수요일,124310.0,1972.0,119791.33333333333,1823.5,119642.28333333333,1857.3333333333333,0
2016-12-15,목요일,116143.5,1969.0,119791.33333333333,1823.5,119642.28333333333,1857.3333333333333,0
2016-12-16,금요일,124462.5,1962.0,119791.33333333333,1823.5,119642.28333333333,1857.3333333333333,0
2016-12-17,토요일,125224.0,1990.0,119791.33333333333,1823.5,119642.28333333333,1857.3333333333333,0
2016-12-18,일요일,0.0,0.0,119791.33333333333,1823.5,119642.28333333333,1857.3333333333333,0
2016-12-19,월요일,125957.5,2075.0,121234.83333333333,1972.3333333333333,120513.08333333333,1897.9166666666667,0
2016-12-20,화요일,130583.0,2123.0,121234.83333333333,1972.3333333333333,120513.08333333333,1897.9166666666667,0
2016-12-21,수요일,129266.0,2069.0,121234.83333333333,1972.3333333333333,120513.08333333333,1897.9166666666667,0
2016-12-22,목요일,132131.5,1985.0,121234.83333333333,1972.3333333333333,120513.08333333333,1897.9166666666667,0
2016-12-23,금요일,131184.5,1918.0,121234.83333333333,1972.3333333333333,120513.08333333333,1897.9166666666667,0
2016-12-24,토요일,130571.0,1883.0,121234.83333333333,1972.3333333333333,120513.08333333333,1897.9166666666667,0
2016-12-25,일요일,0.0,0.0,121234.83333333333,1972.3333333333333,120513.08333333333,1897.9166666666667,0
2016-12-26,월요일,134882.5,1984.0,129948.91666666667,2008.8333333333333,125591.875,1990.5833333333333,0
2016-12-27,화요일,138639.0,1974.0,129948.91666666667,2008.8333333333333,125591.875,1990.5833333333333,0
2016-12-28,수요일,144194.0,1893.0,129948.91666666667,2008.8333333333333,125591.875,1990.5833333333333,0
2016-12-29,목요일,144844.0,1865.0,129948.91666666667,2008.8333333333333,125591.875,1990.5833333333333,0
2016-12-30,금요일,146658.0,1818.0,129948.91666666667,2008.8333333333333,125591.875,1990.5833333333333,0
2016-12-31,토요일,153410.2,1810.0,129948.91666666667,2008.8333333333333,125591.875,1990.5833333333333,0
2017-01-01,일요일,0.0,0.0,129948.91666666667,2008.8333333333333,125591.875,1990.5833333333333,0
2017-01-02,월요일,23703.0,1810.0,143771.28333333333,1890.6666666666667,136860.1,1949.75,0
2017-01-03,화요일,156002.0,1822.0,143771.28333333333,1890.6666666666667,136860.1,1949.75,0
2017-01-04,수요일,143944.0,1880.0,143771.28333333333,1890.6666666666667,136860.1,1949.75,0
2017-01-05,목요일,148081.0,1738.0,143771.28333333333,1890.6666666666667,136860.1,1949.75,0
2017-01-06,금요일,142039.0,1685.0,143771.28333333333,1890.6666666666667,136860.1,1949.75,0
2017-01-07,토요일,145632.0,1631.0,143771.28333333333,1890.6666666666667,136860.1,1949.75,0
2017-01-08,일요일,0.0,0.0,143771.28333333333,1890.6666666666667,136860.1,1949.75,0
2017-01-09,월요일,134466.0,1691.0,126566.83333333333,1761.0,135169.05833333332,1825.8333333333333,0
2017-01-10,화요일,129286.0,1783.0,126566.83333333333,1761.0,135169.05833333332,1825.8333333333333,0
2017-01-11,수요일,135942.0,1781.0,126566.83333333333,1761.0,135169.05833333332,1825.8333333333333,0
2017-01-12,목요일,146938.0,1706.0,126566.83333333333,1761.0,135169.05833333332,1825.8333333333333,0
2017-01-13,금요일,143112.0,1684.0,126566.83333333333,1761.0,135169.05833333332,1825.8333333333333,0
2017-01-14,토요일,142083.0,1669.0,126566.83333333333,1761.0,135169.05833333332,1825.8333333333333,0
2017-01-15,일요일,0.0,0.0,126566.83333333333,1761.0,135169.05833333332,1825.8333333333333,0
2017-01-16,월요일,151312.0,1711.0,138637.83333333334,1719.0,132602.33333333334,1740.0,0
2017-01-17,화요일,147655.0,1690.0,138637.83333333334,1719.0,132602.33333333334,1740.0,0
2017-01-18,수요일,152842.0,1649.0,138637.83333333334,1719.0,132602.33333333334,1740.0,0
2017-01-19,목요일,150039.0,1621.0,138637.83333333334,1719.0,132602.33333333334,1740.0,0
2017-01-20,금요일,148136.0,1625.0,138637.83333333334,1719.0,132602.33333333334,1740.0,0
2017-01-21,토요일,141595.0,1715.0,138637.83333333334,1719.0,132602.33333333334,1740.0,0
2017-01-22,일요일,1250.0,1520.0,138637.83333333334,1719.0,132602.33333333334,1740.0,0
2017-01-23,월요일,141365.0,1968.0,127547.0,1647.2857142857142,132665.84615384616,1680.3846153846155,0
2017-01-24,화요일,147160.0,1940.0,127547.0,1647.2857142857142,132665.84615384616,1680.3846153846155,0
2017-01-25,수요일,158496.0,1883.0,127547.0,1647.2857142857142,132665.84615384616,1680.3846153846155,0
2017-01-26,목요일,169256.0,1749.0,127547.0,1647.2857142857142,132665.84615384616,1680.3846153846155,0
2017-01-27,금요일,112539.0,1452.0,127547.0,1647.2857142857142,132665.84615384616,1680.3846153846155,0
2017-01-28,토요일,0.0,0.0,127547.0,1647.2857142857142,132665.84615384616,1680.3846153846155,0
2017-01-29,일요일,0.0,0.0,127547.0,1647.2857142857142,132665.84615384616,1680.3846153846155,0
2017-01-30,월요일,0.0,0.0,145763.2,1798.4,135137.08333333334,1710.25,0
2017-01-31,화요일,30299.0,1638.0,145763.2,1798.4,135137.08333333334,1710.25,0
2017-02-01,수요일,151632.0,1539.0,145763.2,1798.4,135137.08333333334,1710.25,0
2017-02-02,목요일,146263.0,1440.0,145763.2,1798.4,135137.08333333334,1710.25,0
2017-02-03,금요일,142869.0,1355.0,145763.2,1798.4,135137.08333333334,1710.25,0
2017-02-04,토요일,138226.0,1278.0,145763.2,1798.4,135137.08333333334,1710.25,0
2017-02-05,일요일,0.0,0.0,145763.2,1798.4,135137.08333333334,1710.25,0
2017-02-06,월요일,130014.0,1337.0,121857.8,1450.0,133810.5,1624.2,0
2017-02-07,화요일,133817.0,1369.0,121857.8,1450.0,133810.5,1624.2,0
2017-02-08,수요일,127072.0,1366.0,121857.8,1450.0,133810.5,1624.2,0
2017-02-09,목요일,136033.0,1311.0,121857.8,1450.0,133810.5,1624.2,0
2017-02-10,금요일,130382.0,1237.0,121857.8,1450.0,133810.5,1624.2,0
2017-02-11,토요일,118740.0,1220.0,121857.8,1450.0,133810.5,1624.2,0
2017-02-12,일요일,0.0,0.0,121857.8,1450.0,133810.5,1624.2,0
2017-02-13,월요일,137894.0,1240.0,129343.0,1306.6666666666667,125940.63636363637,1371.8181818181818,0
2017-02-14,화요일,133700.0,1263.0,129343.0,1306.6666666666667,125940.63636363637,1371.8181818181818,0
2017-02-15,수요일,130470.0,1271.0,129343.0,1306.6666666666667,125940.63636363637,1371.8181818181818,0
2017-02-16,목요일,135405.0,1209.0,129343.0,1306.6666666666667,125940.63636363637,1371.8181818181818,0
2017-02-17,금요일,132887.0,1198.0,129343.0,1306.6666666666667,125940.63636363637,1371.8181818181818,0
2017-02-18,토요일,138932.0,1180.0,129343.0,1306.6666666666667,125940.63636363637,1371.8181818181818,0
2017-02-19,일요일,0.0,0.0,129343.0,1306.6666666666667,125940.63636363637,1371.8181818181818,0
2017-02-20,월요일,137667.0,1235.0,134881.33333333334,1226.8333333333333,132112.16666666666,1266.75,0
2017-02-21,화요일,132278.0,1241.0,134881.33333333334,1226.8333333333333,132112.16666666666,1266.75,0
2017-02-22,수요일,122509.0,1253.0,134881.33333333334,1226.8333333333333,132112.16666666666,1266.75,0
2017-02-23,목요일,133901.0,1254.0,134881.33333333334,1226.8333333333333,132112.16666666666,1266.75,0
2017-02-24,금요일,130518.0,1258.0,134881.33333333334,1226.8333333333333,132112.16666666666,1266.75,0
2017-02-25,토요일,127695.0,1259.0,134881.33333333334,1226.8333333333333,132112.16666666666,1266.75,0
2017-02-26,일요일,0.0,0.0,134881.33333333334,1226.8333333333333,132112.16666666666,1266.75,0
2017-02-27,월요일,137773.0,1418.0,130761.33333333333,1250.0,132821.33333333334,1238.4166666666667,0
2017-02-28,화요일,137442.2,1557.0,130761.33333333333,1250.0,132821.33333333334,1238.4166666666667,0
2017-03-01,수요일,131395.0,1551.0,130761.33333333333,1250.0,132821.33333333334,1238.4166666666667,1
2017-03-02,목요일,132718.8,1544.0,130761.33333333333,1250.0,132821.33333333334,1238.4166666666667,1
2017-03-03,금요일,136363.8,1577.0,130761.33333333333,1250.0,132821.33333333334,1238.4166666666667,1
2017-03-04,토요일,131145.0,1624.0,130761.33333333333,1250.0,132821.33333333334,1238.4166666666667,1
2017-03-05,일요일,0.0,0.0,130761.33333333333,1250.0,132821.33333333334,1238.4166666666667,1
2017-03-06,월요일,130733.6,1852.0,134472.96666666667,1545.1666666666667,132617.15,1397.5833333333333,1
2017-03-07,화요일,124999.0,1949.0,134472.96666666667,1545.1666666666667,132617.15,1397.5833333333333,1
2017-03-08,수요일,124651.0,1957.0,134472.96666666667,1545.1666666666667,132617.15,1397.5833333333333,1
2017-03-09,목요일,136802.0,1748.0,134472.96666666667,1545.1666666666667,132617.15,1397.5833333333333,1
2017-03-10,금요일,124071.0,1702.0,134472.96666666667,1545.1666666666667,132617.15,1397.5833333333333,1
2017-03-11,토요일,129355.0,1700.0,134472.96666666667,1545.1666666666667,132617.15,1397.5833333333333,1
2017-03-12,일요일,0.0,0.0,134472.96666666667,1545.1666666666667,132617.15,1397.5833333333333,1
2017-03-13,월요일,141377.8,1730.0,128435.26666666666,1818.0,131454.11666666667,1681.5833333333333,1
2017-03-14,화요일,135874.0,1693.0,128435.26666666666,1818.0,131454.11666666667,1681.5833333333333,1
2017-03-15,수요일,128617.0,1646.0,128435.26666666666,1818.0,131454.11666666667,1681.5833333333333,1
2017-03-16,목요일,128994.0,1601.0,128435.26666666666,1818.0,131454.11666666667,1681.5833333333333,1
2017-03-17,금요일,125268.0,1607.0,128435.26666666666,1818.0,131454.11666666667,1681.5833333333333,1
2017-03-18,토요일,114825.0,1657.0,128435.26666666666,1818.0,131454.11666666667,1681.5833333333333,1
2017-03-19,일요일,0.0,0.0,128435.26666666666,1818.0,131454.11666666667,1681.5833333333333,1
2017-03-20,월요일,113199.1,1818.0,129159.3,1655.6666666666667,128797.28333333333,1736.8333333333333,1
2017-03-21,화요일,125198.0,1853.0,129159.3,1655.6666666666667,128797.28333333333,1736.8333333333333,1
2017-03-22,수요일,130885.0,1782.0,129159.3,1655.6666666666667,128797.28333333333,1736.8333333333333,1
2017-03-23,목요일,101582.0,1704.0,129159.3,1655.6666666666667,128797.28333333333,1736.8333333333333,1
2017-03-24,금요일,130390.0,1668.0,129159.3,1655.6666666666667,128797.28333333333,1736.8333333333333,1
2017-03-25,토요일,121958.0,1708.0,129159.3,1655.6666666666667,128797.28333333333,1736.8333333333333,1
2017-03-26,일요일,0.0,0.0,129159.3,1655.6666666666667,128797.28333333333,1736.8333333333333,1
2017-03-27,월요일,144386.0,1707.0,120535.34999999999,1755.5,124847.325,1705.5833333333333,1
2017-03-28,화요일,132415.0,1690.0,120535.34999999999,1755.5,124847.325,1705.5833333333333,1
2017-03-29,수요일,131067.0,1675.0,120535.34999999999,1755.5,124847.325,1705.5833333333333,1
2017-03-30,목요일,134952.0,1579.0,120535.34999999999,1755.5,124847.325,1705.5833333333333,1
2017-03-31,금요일,132667.4,1567.0,120535.34999999999,1755.5,124847.325,1705.5833333333333,1
2017-04-01,토요일,119986.0,1598.0,120535.34999999999,1755.5,124847.325,1705.5833333333333,1
2017-04-02,일요일,0.0,0.0,120535.34999999999,1755.5,124847.325,1705.5833333333333,1
2017-04-03,월요일,125263.0,1700.0,132578.9,1636.0,126557.125,1695.75,1
2017-04-04,화요일,123566.0,1695.0,132578.9,1636.0,126557.125,1695.75,1
2017-04-05,수요일,131087.0,1625.0,132578.9,1636.0,126557.125,1695.75,1
2017-04-06,목요일,133290.0,1537.0,132578.9,1636.0,126557.125,1695.75,1
2017-04-07,금요일,133727.0,1512.0,132578.9,1636.0,126557.125,1695.75,1
2017-04-08,토요일,124652.0,1563.0,132578.9,1636.0,126557.125,1695.75,1
2017-04-09,일요일,0.0,0.0,132578.9,1636.0,126557.125,1695.75,1
2017-04-10,월요일,129868.0,1666.0,128597.5,1605.3333333333333,130588.2,1620.6666666666667,1
2017-04-11,화요일,123459.8,1679.0,128597.5,1605.3333333333333,130588.2,1620.6666666666667,1
2017-04-12,수요일,122237.0,1638.0,128597.5,1605.3333333333333,130588.2,1620.6666666666667,1
2017-04-13,목요일,126449.0,1623.0,128597.5,1605.3333333333333,130588.2,1620.6666666666667,1
2017-04-14,금요일,126354.0,1589.0,128597.5,1605.3333333333333,130588.2,1620.6666666666667,1
2017-04-15,토요일,127653.0,1537.0,128597.5,1605.3333333333333,130588.2,1620.6666666666667,1
2017-04-16,일요일,0.0,0.0,128597.5,1605.3333333333333,130588.2,1620.6666666666667,1
2017-04-17,월요일,126979.0,1541.0,126003.46666666667,1622.0,127300.48333333334,1613.6666666666667,1
2017-04-18,화요일,127693.0,1540.0,126003.46666666667,1622.0,127300.48333333334,1613.6666666666667,1
2017-04-19,수요일,123443.0,1507.0,126003.46666666667,1622.0,127300.48333333334,1613.6666666666667,1
2017-04-20,목요일,132314.0,1492.0,126003.46666666667,1622.0,127300.48333333334,1613.6666666666667,1
2017-04-21,금요일,124825.0,1448.0,126003.46666666667,1622.0,127300.48333333334,1613.6666666666667,1
2017-04-22,토요일,119941.0,1452.0,126003.46666666667,1622.0,127300.48333333334,1613.6666666666667,1
2017-04-23,일요일,0.0,0.0,126003.46666666667,1622.0,127300.48333333334,1613.6666666666667,1
2017-04-24,월요일,136871.2,1453.0,125865.83333333333,1496.6666666666667,125934.65000000001,1559.3333333333333,1
2017-04-25,화요일,134265.0,1428.0,125865.83333333333,1496.6666666666667,125934.65000000001,1559.3333333333333,1
2017-04-26,수요일,133096.0,1394.0,125865.83333333333,1496.6666666666667,125934.65000000001,1559.3333333333333,1
2017-04-27,목요일,136292.5,1336.0,125865.83333333333,1496.6666666666667,125934.65000000001,1559.3333333333333,1
2017-04-28,금요일,135852.0,1261.0,125865.83333333333,1496.6666666666667,125934.65000000001,1559.3333333333333,1
2017-04-29,토요일,137870.1,1222.0,125865.83333333333,1496.6666666666667,125934.65000000001,1559.3333333333333,1
2017-04-30,일요일,0.0,0.0,125865.83333333333,1496.6666666666667,125934.65000000001,1559.3333333333333,1
2017-05-01,월요일,136732.5,1210.0,135707.8,1349.0,130786.81666666667,1422.8333333333333,1
2017-05-02,화요일,129957.0,1232.0,135707.8,1349.0,130786.81666666667,1422.8333333333333,1
2017-05-03,수요일,124239.5,1175.0,135707.8,1349.0,130786.81666666667,1422.8333333333333,1
2017-05-04,목요일,130588.5,1147.0,135707.8,1349.0,130786.81666666667,1422.8333333333333,1
2017-05-05,금요일,121095.0,1131.0,135707.8,1349.0,130786.81666666667,1422.8333333333333,1
2017-05-06,토요일,113056.0,1193.0,135707.8,1349.0,130786.81666666667,1422.8333333333333,1
2017-05-07,일요일,0.0,0.0,135707.8,1349.0,130786.81666666667,1422.8333333333333,1
2017-05-08,월요일,126223.6,1397.0,125944.75,1181.3333333333333,130826.27499999998,1265.1666666666667,1
2017-05-09,화요일,130599.0,1421.0,125944.75,1181.3333333333333,130826.27499999998,1265.1666666666667,1
2017-05-10,수요일,131125.3,1413.0,125944.75,1181.3333333333333,130826.27499999998,1265.1666666666667,1
2017-05-11,목요일,132378.5,1379.0,125944.75,1181.3333333333333,130826.27499999998,1265.1666666666667,1
2017-05-12,금요일,131278.8,1287.0,125944.75,1181.3333333333333,130826.27499999998,1265.1666666666667,1
2017-05-13,토요일,126888.0,1335.0,125944.75,1181.3333333333333,130826.27499999998,1265.1666666666667,1
2017-05-14,일요일,0.0,0.0,125944.75,1181.3333333333333,130826.27499999998,1265.1666666666667,1
2017-05-15,월요일,140818.3,1332.0,129748.86666666665,1372.0,127846.80833333333,1276.6666666666667,1
2017-05-16,화요일,140608.0,1249.0,129748.86666666665,1372.0,127846.80833333333,1276.6666666666667,1
2017-05-17,수요일,137637.0,1232.0,129748.86666666665,1372.0,127846.80833333333,1276.6666666666667,1
2017-05-18,목요일,136706.0,1191.0,129748.86666666665,1372.0,127846.80833333333,1276.6666666666667,1
2017-05-19,금요일,133802.0,1165.0,129748.86666666665,1372.0,127846.80833333333,1276.6666666666667,1
2017-05-20,토요일,125543.0,1156.0,129748.86666666665,1372.0,127846.80833333333,1276.6666666666667,1
2017-05-21,일요일,0.0,0.0,129748.86666666665,1372.0,127846.80833333333,1276.6666666666667,1
2017-05-22,월요일,139894.5,1128.0,135852.38333333333,1220.8333333333333,132800.625,1296.4166666666667,1
2017-05-23,화요일,136034.6,1104.0,135852.38333333333,1220.8333333333333,132800.625,1296.4166666666667,1
2017-05-24,수요일,130483.0,1061.0,135852.38333333333,1220.8333333333333,132800.625,1296.4166666666667,1
2017-05-25,목요일,140389.9,1050.0,135852.38333333333,1220.8333333333333,132800.625,1296.4166666666667,1
2017-05-26,금요일,129178.1,993.0,135852.38333333333,1220.8333333333333,132800.625,1296.4166666666667,1
2017-05-27,토요일,126751.0,1009.0,135852.38333333333,1220.8333333333333,132800.625,1296.4166666666667,1
2017-05-28,일요일,0.0,0.0,135852.38333333333,1220.8333333333333,132800.625,1296.4166666666667,1
2017-05-29,월요일,131243.0,1157.0,133788.51666666666,1057.5,134820.45,1139.1666666666667,1
2017-05-30,화요일,134184.0,1097.0,133788.51666666666,1057.5,134820.45,1139.1666666666667,1
2017-05-31,수요일,127528.0,1039.0,133788.51666666666,1057.5,134820.45,1139.1666666666667,1
2017-06-01,목요일,124530.0,973.0,133788.51666666666,1057.5,134820.45,1139.1666666666667,2
2017-06-02,금요일,124012.0,950.0,133788.51666666666,1057.5,134820.45,1139.1666666666667,2
2017-06-03,토요일,117603.0,1006.0,133788.51666666666,1057.5,134820.45,1139.1666666666667,2
2017-06-04,일요일,0.0,0.0,133788.51666666666,1057.5,134820.45,1139.1666666666667,2
2017-06-05,월요일,127647.5,1108.0,126516.66666666667,1037.0,130152.59166666667,1047.25,2
2017-06-06,화요일,129424.0,1094.0,126516.66666666667,1037.0,130152.59166666667,1047.25,2
2017-06-07,수요일,120785.5,1167.0,126516.66666666667,1037.0,130152.59166666667,1047.25,2
2017-06-08,목요일,125721.9,1061.0,126516.66666666667,1037.0,130152.59166666667,1047.25,2
2017-06-09,금요일,125953.4,1142.0,126516.66666666667,1037.0,130152.59166666667,1047.25,2
2017-06-10,토요일,117801.5,1212.0,126516.66666666667,1037.0,130152.59166666667,1047.25,2
2017-06-11,일요일,0.0,0.0,126516.66666666667,1037.0,130152.59166666667,1047.25,2
2017-06-12,월요일,137502.5,1188.0,124555.63333333335,1130.6666666666667,125536.14999999998,1083.8333333333333,2
2017-06-13,화요일,128075.0,1279.0,124555.63333333335,1130.6666666666667,125536.14999999998,1083.8333333333333,2
2017-06-14,수요일,133752.0,1247.0,124555.63333333335,1130.6666666666667,125536.14999999998,1083.8333333333333,2
2017-06-15,목요일,133876.0,1192.0,124555.63333333335,1130.6666666666667,125536.14999999998,1083.8333333333333,2
2017-06-16,금요일,129711.0,1153.0,124555.63333333335,1130.6666666666667,125536.14999999998,1083.8333333333333,2
2017-06-17,토요일,118803.5,1135.0,124555.63333333335,1130.6666666666667,125536.14999999998,1083.8333333333333,2
