date,요일,토마토_거래량(kg),토마토_가격(원/kg),소비자물가지수,고급휘발유,보통휘발유,자동차용경유,실내등유,평균기온,최고기온,최저기온,평균운량,일강수량,일교차
2017-02-28,화요일,258291.7,2731.0,97.632,1843.32,1515.39,1305.87,864.03,8.8,13.6,4.3,1.5,0.0,9.3
2017-03-01,수요일,264357.0,2877.0,97.565,1843.62,1515.14,1305.45,863.96,9.3,13.8,6.2,6.3,13.2,7.6
2017-03-02,목요일,202010.5,2924.0,97.565,1842.81,1514.91,1305.23,864.09,6.6,11.4,2.6,3.9,1.6,8.8
2017-03-03,금요일,384092.0,2833.0,97.565,1844.11,1514.75,1305.22,864.04,6.7,12.4,0.5,2.9,0.0,11.9
2017-03-04,토요일,313012.0,2830.0,97.565,1845.45,1514.44,1304.67,863.89,9.7,14.5,5.5,2.6,0.0,9.0
2017-03-05,일요일,0.0,0.0,97.565,1844.67,1514.28,1304.39,863.8,10.2,15.5,7.1,6.0,0.0,8.4
2017-03-06,월요일,439530.5,2877.0,97.565,1842.43,1514.09,1304.55,863.91,7.1,11.4,1.7,2.6,0.0,9.7
2017-03-07,화요일,322335.5,2608.0,97.565,1839.56,1513.59,1304.04,863.77,3.1,9.8,-1.1,0.5,0.0,10.9
2017-03-08,수요일,302818.0,2717.0,97.565,1840.77,1513.2,1303.59,863.76,2.9,9.5,-2.3,0.4,0.0,11.8
2017-03-09,목요일,243429.0,2788.0,97.565,1840.07,1512.76,1303.21,863.58,6.9,11.8,1.9,0.4,0.0,9.9
2017-03-10,금요일,436128.0,2576.0,97.565,1839.62,1512.17,1302.8,863.6,8.6,15.4,3.3,0.0,0.0,12.1
2017-03-11,토요일,340750.5,2576.0,97.565,1837.77,1511.66,1302.11,863.43,10.3,15.7,6.4,2.9,0.0,9.3
2017-03-12,일요일,0.0,0.0,97.565,1838.24,1511.54,1301.83,862.99,11.3,16.6,6.3,5.1,0.0,10.3
2017-03-13,월요일,529293.0,2604.0,97.565,1838.18,1511.22,1301.76,862.67,10.9,15.7,8.4,6.0,0.0,7.299999999999999
2017-03-14,화요일,360284.0,2482.0,97.565,1837.07,1510.48,1301.02,862.5,8.7,14.8,5.2,6.3,0.0,9.6
2017-03-15,수요일,399331.0,2552.0,97.565,1836.24,1509.7,1300.28,862.41,7.6,14.0,3.4,0.5,0.0,10.6
2017-03-16,목요일,313603.5,2634.0,97.565,1835.92,1508.75,1299.25,862.41,9.0,12.8,5.2,6.4,0.0,7.6
2017-03-17,금요일,502803.5,2466.0,97.565,1834.68,1507.81,1298.26,862.28,10.6,15.4,6.6,1.3,0.0,8.8
2017-03-18,토요일,400843.5,2474.0,97.565,1835.0,1506.89,1297.22,862.26,11.3,16.9,8.4,4.1,0.0,8.499999999999998
2017-03-19,일요일,0.0,0.0,97.565,1835.37,1506.49,1296.7,862.07,12.4,17.2,9.0,1.5,0.0,8.2
2017-03-20,월요일,554499.5,2542.0,97.565,1833.02,1505.73,1296.27,861.79,10.7,14.5,8.1,7.4,6.3,6.4
2017-03-21,화요일,381375.5,2406.0,97.565,1829.92,1504.17,1294.74,861.24,9.2,16.8,6.1,5.1,2.5,10.7
2017-03-22,수요일,382369.5,2490.0,97.565,1827.83,1502.85,1293.51,860.61,9.1,14.2,4.5,6.1,0.0,9.7
2017-03-23,목요일,261586.5,2594.0,97.565,1826.7,1501.53,1292.12,860.11,11.6,15.3,9.0,8.4,0.0,6.300000000000001
2017-03-24,금요일,479212.0,2567.0,97.565,1826.27,1500.27,1290.88,859.82,9.9,12.9,7.8,9.0,0.0,5.1000000000000005
2017-03-25,토요일,423334.0,2634.0,97.565,1825.45,1499.1,1289.62,859.5,9.1,12.8,5.9,8.6,3.3,6.9
2017-03-26,일요일,0.0,0.0,97.565,1825.37,1498.66,1289.0,859.2,6.9,10.6,4.5,9.6,3.9,6.1
2017-03-27,월요일,561767.5,2659.0,97.565,1823.47,1497.82,1288.47,858.94,7.2,13.1,3.9,1.9,2.8,9.2
2017-03-28,화요일,378593.0,2556.0,97.565,1821.94,1496.23,1286.82,858.5,9.3,14.7,3.7,4.5,0.0,11.0
2017-03-29,수요일,393122.0,2633.0,97.565,1821.19,1494.77,1285.39,858.13,9.0,11.6,6.2,9.5,2.1,5.4
2017-03-30,목요일,298860.5,2693.0,97.565,1820.06,1493.63,1284.19,857.74,12.5,18.1,7.7,3.8,0.0,10.400000000000002
2017-03-31,금요일,442626.6,2657.0,97.565,1818.87,1492.8,1283.4,857.43,9.9,11.4,8.6,9.8,0.0,2.8000000000000007
2017-04-01,토요일,407870.0,2871.0,97.442,1818.06,1490.96,1281.44,856.98,8.8,12.3,6.7,8.8,3.0,5.6000000000000005
2017-04-02,일요일,0.0,0.0,97.442,1819.56,1490.48,1280.79,856.56,9.3,15.2,5.0,2.0,0.0,10.2
2017-04-03,월요일,575354.2,2855.0,97.442,1817.59,1489.82,1280.48,856.45,14.9,22.5,6.9,0.0,0.0,15.6
2017-04-04,화요일,440722.0,2713.0,97.442,1818.17,1488.87,1279.35,855.95,16.1,21.5,11.8,3.3,0.0,9.7
2017-04-05,수요일,518207.0,2651.0,97.442,1818.02,1488.06,1278.42,855.48,14.5,15.3,12.4,9.9,10.6,2.9000000000000004
2017-04-06,목요일,347862.5,2614.0,97.442,1817.42,1487.51,1277.8,855.41,14.7,15.7,13.7,9.5,26.6,2.0
2017-04-07,금요일,572555.0,2516.0,97.442,1815.74,1486.94,1277.33,854.91,16.0,21.3,12.5,4.4,0.0,8.8
2017-04-08,토요일,607628.5,2532.0,97.442,1815.7,1486.51,1276.71,854.4,16.1,20.2,11.6,3.0,0.0,8.6
2017-04-09,일요일,0.0,0.0,97.442,1817.37,1486.39,1276.41,854.36,14.3,17.7,11.3,6.5,0.0,6.399999999999999
2017-04-10,월요일,962598.5,2307.0,97.442,1817.43,1486.3,1276.64,854.05,12.4,16.7,10.5,8.6,0.0,6.199999999999999
2017-04-11,화요일,689670.5,2157.0,97.442,1820.13,1486.64,1276.81,853.86,12.8,18.2,9.7,6.5,15.5,8.5
2017-04-12,수요일,825937.5,2041.0,97.442,1819.76,1486.7,1276.95,853.56,13.7,17.7,11.5,4.5,0.0,6.199999999999999
2017-04-13,목요일,666382.5,1961.0,97.442,1819.05,1486.69,1276.91,853.4,15.0,19.5,8.9,0.0,0.0,10.6
2017-04-14,금요일,875941.0,1715.0,97.442,1819.72,1486.73,1276.95,853.24,15.9,19.3,11.8,3.5,0.0,7.5
2017-04-15,토요일,819599.0,1567.0,97.442,1820.81,1486.78,1276.9,852.95,17.8,21.6,14.9,4.1,0.0,6.700000000000001
2017-04-16,일요일,0.0,0.0,97.442,1820.32,1486.8,1276.7,852.44,16.1,21.0,13.6,4.4,0.0,7.4
2017-04-17,월요일,1058669.5,1495.0,97.442,1819.2,1486.89,1277.0,852.33,15.7,17.8,13.1,9.0,37.7,4.700000000000001
2017-04-18,화요일,673721.0,1457.0,97.442,1821.11,1487.6,1277.89,852.2,15.2,19.1,11.6,2.5,0.0,7.500000000000002
2017-04-19,수요일,752865.0,1522.0,97.442,1821.92,1487.86,1278.28,851.61,15.1,18.5,10.6,2.0,0.0,7.9
2017-04-20,목요일,600719.0,1592.0,97.442,1822.82,1487.91,1278.32,851.87,15.3,18.2,13.8,9.6,0.0,4.399999999999999
2017-04-21,금요일,778421.5,1580.0,97.442,1823.41,1487.9,1278.26,851.69,15.5,20.9,12.2,7.5,0.0,8.7
2017-04-22,토요일,691273.0,1613.0,97.442,1823.23,1487.73,1278.09,851.72,14.0,17.5,10.9,1.3,0.0,6.6
2017-04-23,일요일,0.0,0.0,97.442,1822.99,1487.7,1277.82,851.81,14.4,17.9,9.9,0.0,0.0,7.999999999999998
2017-04-24,월요일,1014267.2,1618.0,97.442,1823.39,1487.78,1278.24,851.74,16.1,20.5,10.9,1.3,0.0,9.6
2017-04-25,화요일,650686.4,1598.0,97.442,1823.03,1487.54,1277.99,851.67,17.6,19.7,14.9,9.4,2.3,4.799999999999999
2017-04-26,수요일,714505.0,1693.0,97.442,1823.11,1487.35,1277.77,851.61,14.4,17.8,11.8,8.8,9.4,6.0
2017-04-27,목요일,550851.6,1785.0,97.442,1822.88,1487.3,1277.64,851.52,14.5,20.1,10.7,4.6,0.0,9.400000000000002
2017-04-28,금요일,694208.0,1796.0,97.442,1822.14,1487.09,1277.54,851.19,15.6,19.3,10.9,1.3,0.0,8.4
2017-04-29,토요일,665950.0,1809.0,97.442,1822.41,1486.76,1277.07,851.02,17.9,22.7,13.5,0.0,0.0,9.2
2017-04-30,일요일,0.0,0.0,97.442,1822.2,1486.67,1276.67,851.06,19.0,23.2,14.9,0.0,0.0,8.299999999999999
2017-05-01,월요일,906970.5,1856.0,97.546,1821.37,1486.55,1276.74,850.97,18.1,22.9,14.2,1.3,0.0,8.7
2017-05-02,화요일,628193.5,1917.0,97.546,1819.08,1486.12,1276.54,850.36,16.2,19.9,13.0,6.8,0.0,6.899999999999999
2017-05-03,수요일,629941.5,1890.0,97.546,1818.38,1485.78,1276.11,849.85,17.4,23.3,12.8,2.5,0.0,10.5
2017-05-04,목요일,512630.4,1840.0,97.546,1817.24,1485.76,1276.09,849.72,19.0,22.5,14.9,5.0,0.1,7.6
2017-05-05,금요일,678674.5,1758.0,97.546,1817.08,1485.5,1275.74,849.34,19.1,23.6,17.0,9.4,6.6,6.600000000000001
2017-05-06,토요일,675635.0,1721.0,97.546,1817.27,1485.32,1275.6,849.02,19.9,25.0,17.1,5.1,0.0,7.899999999999999
2017-05-07,일요일,0.0,0.0,97.546,1817.61,1485.29,1275.43,848.52,19.9,26.6,13.9,1.1,0.0,12.7
2017-05-08,월요일,1052506.8,1617.0,97.546,1817.61,1485.13,1275.51,848.47,19.9,25.8,17.0,7.5,0.0,8.8
2017-05-09,화요일,598214.5,1539.0,97.546,1815.69,1484.34,1274.56,848.01,15.3,20.3,13.8,10.0,20.6,6.5
2017-05-10,수요일,622086.5,1594.0,97.546,1814.32,1483.94,1274.26,847.7,17.5,22.2,14.4,5.1,0.1,7.799999999999999
2017-05-11,목요일,494290.5,1656.0,97.546,1813.29,1483.26,1273.58,847.38,18.3,23.9,15.5,7.5,0.0,8.399999999999999
2017-05-12,금요일,592544.5,1703.0,97.546,1811.72,1482.5,1272.82,847.69,16.9,18.4,15.7,10.0,11.8,2.6999999999999997
2017-05-13,토요일,613997.5,1722.0,97.546,1811.66,1481.94,1272.2,847.3,18.1,20.9,14.3,2.8,0.0,6.599999999999998
2017-05-14,일요일,0.0,0.0,97.546,1811.99,1481.67,1271.68,847.04,19.0,23.2,14.2,3.0,0.0,9.0
2017-05-15,월요일,766361.5,1741.0,97.546,1812.04,1481.35,1271.72,846.76,17.7,21.0,13.5,6.8,0.0,7.5
2017-05-16,화요일,553042.5,1794.0,97.546,1811.47,1480.75,1270.92,847.13,17.7,21.4,14.5,5.6,0.0,6.899999999999999
2017-05-17,수요일,617527.5,1865.0,97.546,1811.38,1480.29,1270.49,847.0,17.7,21.6,15.2,3.8,0.0,6.400000000000002
2017-05-18,목요일,425321.0,1920.0,97.546,1811.56,1479.88,1270.04,846.23,19.2,25.9,14.7,0.0,0.0,11.2
2017-05-19,금요일,597015.0,1978.0,97.546,1810.82,1479.43,1269.61,845.91,22.4,27.9,16.5,0.0,0.0,11.4
2017-05-20,토요일,592553.5,1931.0,97.546,1810.92,1478.91,1269.05,845.72,21.9,26.3,18.1,5.1,0.0,8.2
2017-05-21,일요일,0.0,0.0,97.546,1811.35,1478.77,1268.73,845.55,21.0,25.8,17.0,6.1,0.0,8.8
2017-05-22,월요일,908571.0,1928.0,97.546,1811.29,1478.6,1268.91,845.57,20.4,25.8,16.0,1.5,0.0,9.8
2017-05-23,화요일,647307.5,1887.0,97.546,1812.0,1478.36,1268.54,845.46,19.4,24.1,15.1,7.9,0.0,9.000000000000002
2017-05-24,수요일,727382.0,1829.0,97.546,1811.46,1478.11,1268.22,845.5,19.4,23.1,17.7,7.8,0.0,5.400000000000002
2017-05-25,목요일,600963.6,1778.0,97.546,1811.65,1477.75,1267.95,845.21,21.2,28.2,16.3,1.5,0.0,11.9
2017-05-26,금요일,823157.5,1696.0,97.546,1812.3,1477.55,1267.65,844.69,17.1,21.1,13.2,0.9,0.0,7.900000000000002
2017-05-27,토요일,744419.0,1564.0,97.546,1812.06,1477.15,1267.18,844.57,17.8,22.7,13.5,0.0,0.0,9.2
2017-05-28,일요일,0.0,0.0,97.546,1811.92,1477.0,1266.87,844.18,19.7,24.1,15.7,0.9,0.0,8.400000000000002
2017-05-29,월요일,1081083.5,1458.0,97.546,1811.68,1476.82,1267.01,843.93,21.0,26.1,17.8,2.9,0.0,8.3
2017-05-30,화요일,659949.0,1372.0,97.546,1810.94,1476.53,1266.77,843.66,21.7,25.9,17.6,6.6,0.0,8.299999999999997
2017-05-31,수요일,741006.8,1386.0,97.546,1811.22,1476.19,1266.49,843.51,20.4,25.4,17.3,7.9,0.0,8.099999999999998
2017-06-01,목요일,519781.0,1374.0,97.338,1808.45,1475.24,1265.48,843.41,21.3,24.8,18.3,3.9,0.0,6.5
2017-06-02,금요일,715071.0,1317.0,97.338,1809.03,1474.51,1264.69,843.13,18.2,22.5,15.4,1.1,0.0,7.1
2017-06-03,토요일,657644.0,1322.0,97.338,1808.04,1473.86,1263.89,842.99,19.7,25.4,16.2,4.6,0.0,9.2
2017-06-04,일요일,0.0,0.0,97.338,1808.69,1473.71,1263.45,842.67,20.0,25.2,15.8,1.4,0.0,9.4
2017-06-05,월요일,1035059.0,1277.0,97.338,1807.67,1473.3,1263.43,842.63,19.7,23.5,17.0,5.1,0.0,6.5
2017-06-06,화요일,656387.0,1246.0,97.338,1806.8,1472.6,1262.44,842.68,18.7,21.7,16.8,9.6,0.5,4.899999999999999
2017-06-07,수요일,705247.5,1265.0,97.338,1805.4,1472.05,1261.92,842.87,19.2,22.9,17.4,8.8,18.3,5.5
2017-06-08,목요일,538543.0,1257.0,97.338,1806.35,1471.13,1261.12,842.47,20.4,27.1,16.5,2.3,0.0,10.6
2017-06-09,금요일,699086.0,1277.0,97.338,1805.91,1470.03,1259.81,842.77,22.5,27.3,18.1,1.8,0.0,9.2
2017-06-10,토요일,745789.5,1258.0,97.338,1804.22,1468.87,1258.45,842.53,21.1,24.2,19.3,8.1,0.0,4.899999999999999
2017-06-11,일요일,0.0,0.0,97.338,1803.08,1468.37,1257.7,842.33,20.4,24.3,17.8,6.5,0.0,6.5
2017-06-12,월요일,945496.0,1228.0,97.338,1802.34,1467.61,1257.18,842.29,18.8,22.4,16.5,7.8,0.0,5.899999999999999
2017-06-13,화요일,626042.0,1282.0,97.338,1800.32,1466.07,1255.56,841.92,18.7,21.2,15.9,6.6,0.0,5.299999999999999
2017-06-14,수요일,646033.0,1337.0,97.338,1800.63,1464.71,1254.23,841.64,20.9,24.1,16.9,1.1,0.0,7.200000000000003
2017-06-15,목요일,522183.5,1387.0,97.338,1800.06,1463.29,1252.92,841.33,23.2,30.4,19.2,0.0,0.0,11.2
2017-06-16,금요일,632275.0,1453.0,97.338,1798.5,1461.75,1251.31,840.9,20.8,24.5,18.2,1.5,0.0,6.300000000000001
2017-06-17,토요일,601536.0,1489.0,97.338,1797.66,1460.28,1249.72,840.6,20.3,23.3,17.4,0.3,0.0,5.900000000000002
2017-06-18,일요일,0.0,0.0,97.338,1797.96,1459.69,1248.92,840.38,21.6,24.7,17.9,0.5,0.0,6.800000000000001
2017-06-19,월요일,776487.0,1467.0,97.338,1797.04,1458.78,1248.38,839.96,22.3,26.0,19.0,4.4,0.0,7.0
2017-06-20,화요일,522633.0,1482.0,97.338,1796.22,1457.15,1246.83,839.8,21.4,24.9,18.4,9.3,9.4,6.5
2017-06-21,수요일,622899.0,1499.0,97.338,1795.1,1455.31,1245.27,839.25,22.0,26.5,18.6,6.4,0.0,7.899999999999999
2017-06-22,목요일,531185.0,1519.0,97.338,1794.76,1453.61,1243.62,838.67,22.5,27.4,19.2,3.9,0.0,8.2
2017-06-23,금요일,699539.2,1496.0,97.338,1794.34,1452.03,1242.22,838.07,23.4,28.3,20.3,4.5,0.0,8.0
2017-06-24,토요일,713405.2,1399.0,97.338,1793.33,1450.76,1240.87,837.86,23.0,26.5,20.4,7.8,0.1,6.100000000000001
2017-06-25,일요일,0.0,0.0,97.338,1793.26,1450.14,1240.04,837.5,23.0,25.3,21.4,8.8,0.0,3.900000000000002
2017-06-26,월요일,1067323.9,1262.0,97.338,1792.27,1449.24,1239.39,837.51,22.8,25.1,21.3,9.1,0.0,3.8000000000000007
2017-06-27,화요일,795950.0,1100.0,97.338,1791.02,1447.56,1237.91,836.73,22.8,25.8,20.7,8.6,0.0,5.100000000000001
2017-06-28,수요일,780282.2,974.0,97.338,1789.14,1446.23,1236.74,836.06,23.6,27.8,20.6,4.9,0.0,7.199999999999999
2017-06-29,목요일,663121.3,906.0,97.338,1788.95,1444.98,1235.64,836.01,21.9,23.9,20.7,9.5,21.1,3.1999999999999997
2017-06-30,금요일,651303.5,864.0,97.338,1788.52,1444.1,1234.86,835.48,24.2,27.6,20.9,8.4,0.4,6.700000000000003
2017-07-01,토요일,673343.0,755.0,97.499,1788.61,1442.37,1232.91,834.86,25.3,28.4,23.1,8.8,0.0,5.299999999999997
2017-07-02,일요일,0.0,0.0,97.499,1789.02,1441.8,1232.16,834.23,24.8,26.6,23.2,8.8,2.3,3.400000000000002
2017-07-03,월요일,790588.1,772.0,97.499,1788.43,1441.16,1231.72,833.6,25.3,27.4,23.9,9.6,0.0,3.5
2017-07-04,화요일,591783.6,757.0,97.499,1788.48,1440.41,1230.93,833.51,24.0,27.9,21.9,9.0,122.6,6.0
2017-07-05,수요일,555256.0,790.0,97.499,1787.9,1439.67,1230.41,833.13,23.6,26.4,21.2,7.8,18.1,5.199999999999999
2017-07-06,목요일,475869.0,879.0,97.499,1788.82,1439.24,1230.08,832.49,24.1,27.0,21.9,9.1,1.5,5.100000000000001
2017-07-07,금요일,483687.9,915.0,97.499,1787.56,1438.93,1229.63,832.1,24.8,26.5,22.2,9.5,1.5,4.300000000000001
2017-07-08,토요일,572529.4,838.0,97.499,1787.92,1438.51,1229.1,831.6,25.5,28.1,23.9,9.5,1.8,4.200000000000003
2017-07-09,일요일,0.0,0.0,97.499,1787.54,1438.33,1228.8,831.91,25.6,28.8,23.9,8.6,0.3,4.900000000000002
2017-07-10,월요일,734213.4,795.0,97.499,1787.55,1438.21,1229.02,831.88,24.9,26.4,23.9,10.0,7.0,2.5
2017-07-11,화요일,477519.8,824.0,97.499,1790.36,1438.76,1229.67,831.83,24.6,27.0,22.7,9.1,1.5,4.300000000000001
2017-07-12,수요일,504229.6,880.0,97.499,1790.83,1438.42,1229.4,831.41,26.2,30.4,22.9,0.4,0.0,7.5
2017-07-13,목요일,431153.7,883.0,97.499,1791.06,1438.22,1229.21,831.39,25.3,28.4,22.4,2.9,0.0,6.0
2017-07-14,금요일,392946.3,958.0,97.499,1791.28,1438.05,1229.32,831.3,26.6,29.6,23.3,6.4,0.0,6.300000000000001
2017-07-15,토요일,412643.6,996.0,97.499,1791.43,1437.96,1228.95,830.82,26.9,30.1,24.8,8.4,0.0,5.300000000000001
2017-07-16,일요일,0.0,0.0,97.499,1791.06,1437.97,1228.83,830.8,27.6,30.9,24.9,6.4,0.0,6.0
2017-07-17,월요일,593670.2,1019.0,97.499,1790.91,1438.0,1229.42,830.85,27.2,30.8,24.4,9.4,0.5,6.400000000000002
2017-07-18,화요일,484854.7,1046.0,97.499,1788.87,1437.89,1229.2,830.79,26.2,29.5,23.6,8.0,7.5,5.899999999999999
2017-07-19,수요일,477090.6,1126.0,97.499,1788.88,1437.75,1229.21,830.53,27.5,31.2,25.3,2.9,0.0,5.899999999999999
2017-07-20,목요일,411109.7,1114.0,97.499,1788.38,1437.78,1229.31,830.62,26.6,29.5,24.0,1.5,0.0,5.5
2017-07-21,금요일,383528.2,1184.0,97.499,1788.69,1437.68,1229.31,830.55,28.3,30.8,24.2,4.3,0.0,6.600000000000001
2017-07-22,토요일,409386.0,1175.0,97.499,1788.63,1437.64,1229.1,830.56,27.9,32.7,24.4,5.3,0.0,8.300000000000004
2017-07-23,일요일,0.0,0.0,97.499,1789.13,1437.58,1228.91,830.4,26.9,30.8,24.4,8.6,0.0,6.400000000000002
2017-07-24,월요일,529798.0,1282.0,97.499,1789.37,1437.59,1229.35,830.29,27.4,31.1,24.2,8.3,3.7,6.900000000000002
2017-07-25,화요일,409491.6,1270.0,97.499,1789.71,1437.7,1229.46,829.91,25.8,29.4,24.0,9.0,1.1,5.399999999999999
2017-07-26,수요일,393961.7,1281.0,97.499,1789.17,1437.85,1229.65,830.07,26.2,30.6,23.0,2.9,0.0,7.600000000000001
2017-07-27,목요일,325541.9,1266.0,97.499,1788.49,1438.02,1229.74,829.95,25.5,29.5,22.0,0.1,0.0,7.5
2017-07-28,금요일,315275.2,1384.0,97.499,1788.52,1438.2,1230.08,829.67,26.9,29.6,23.0,4.1,0.0,6.600000000000001
2017-07-29,토요일,330698.0,1314.0,97.499,1789.21,1438.31,1230.18,829.62,25.9,29.2,24.6,9.0,0.0,4.599999999999998
2017-07-30,일요일,0.0,0.0,97.499,1789.94,1438.48,1230.21,829.62,26.8,30.1,24.2,5.0,0.0,5.900000000000002
2017-07-31,월요일,385143.7,1489.0,97.499,1789.5,1438.87,1230.91,829.76,27.4,30.6,25.1,7.5,2.7,5.5
2017-08-01,화요일,272171.6,1579.0,98.058,1789.87,1439.43,1231.63,829.4,27.4,31.5,24.8,7.4,0.0,6.699999999999999
2017-08-02,수요일,250626.5,1732.0,98.058,1789.97,1439.82,1232.14,829.29,26.7,30.8,24.3,6.3,0.0,6.5
2017-08-03,목요일,192287.0,2184.0,98.058,1791.11,1440.31,1232.91,829.39,27.9,31.8,23.9,4.5,0.0,7.900000000000002
2017-08-04,금요일,263416.6,2592.0,98.058,1791.95,1440.98,1233.55,829.37,29.8,34.0,25.9,0.8,0.0,8.100000000000001
2017-08-05,토요일,94563.2,2038.0,98.058,1792.38,1441.5,1234.17,829.23,30.7,35.3,27.3,2.9,0.0,7.9999999999999964
2017-08-06,일요일,0.0,0.0,98.058,1793.08,1441.89,1234.37,829.31,31.7,36.2,27.6,0.4,0.0,8.600000000000001
2017-08-07,월요일,366674.0,2503.0,98.058,1792.46,1442.77,1235.69,829.32,29.8,35.0,27.3,2.4,0.0,7.699999999999999
2017-08-08,화요일,246751.6,2620.0,98.058,1795.71,1444.78,1237.83,830.38,29.8,34.2,26.3,5.6,0.0,7.900000000000002
2017-08-09,수요일,290063.8,2486.0,98.058,1798.43,1446.06,1239.1,831.0,27.3,29.1,25.8,9.9,14.6,3.3000000000000007
2017-08-10,목요일,273067.6,2453.0,98.058,1801.44,1447.55,1240.77,831.38,28.3,33.1,25.9,8.0,0.0,7.200000000000003
2017-08-11,금요일,307018.0,2305.0,98.058,1801.69,1448.48,1241.79,832.06,26.9,30.7,24.7,5.4,0.0,6.0
2017-08-12,토요일,368685.9,2056.0,98.058,1802.36,1449.53,1242.71,832.23,26.1,30.7,23.2,5.1,0.0,7.5
2017-08-13,일요일,0.0,0.0,98.058,1802.24,1450.09,1243.08,832.49,25.3,29.3,22.9,8.6,0.0,6.400000000000002
2017-08-14,월요일,497330.0,1996.0,98.058,1803.5,1450.81,1244.05,832.99,23.6,24.7,21.9,10.0,28.3,2.8000000000000007
2017-08-15,화요일,261108.6,1940.0,98.058,1806.86,1452.62,1245.59,832.8,25.0,27.7,21.9,9.6,6.1,5.800000000000001
2017-08-16,수요일,251904.1,1932.0,98.058,1808.32,1453.26,1246.56,833.33,25.9,27.8,24.6,9.5,4.7,3.1999999999999997
2017-08-17,목요일,253725.2,2043.0,98.058,1810.47,1454.28,1247.56,833.48,25.9,28.7,23.7,7.9,0.0,5.0
2017-08-18,금요일,228860.6,2118.0,98.058,1810.76,1455.01,1248.3,833.41,25.9,29.2,24.1,7.9,0.0,5.099999999999998
2017-08-19,토요일,287673.4,2155.0,98.058,1810.15,1455.6,1248.92,833.61,26.2,28.9,24.1,6.9,0.0,4.799999999999997
2017-08-20,일요일,0.0,0.0,98.058,1810.02,1455.99,1249.14,833.67,26.7,29.1,24.5,8.5,0.7,4.600000000000001
2017-08-21,월요일,367724.4,2239.0,98.058,1809.69,1456.62,1249.9,833.58,27.5,29.5,26.2,9.0,0.2,3.3000000000000007
2017-08-22,화요일,234473.1,2265.0,98.058,1810.82,1457.27,1250.72,833.78,26.7,29.2,25.5,7.9,27.2,3.6999999999999993
2017-08-23,수요일,272434.8,2309.0,98.058,1811.12,1457.81,1251.24,833.3,28.7,31.7,26.1,6.0,0.0,5.599999999999998
2017-08-24,목요일,239462.0,2391.0,98.058,1811.26,1458.37,1251.78,833.0,29.2,32.9,27.3,6.5,0.7,5.599999999999998
2017-08-25,금요일,264434.2,2465.0,98.058,1810.85,1458.81,1252.13,832.67,27.1,29.7,25.3,6.1,0.0,4.399999999999999
2017-08-26,토요일,320318.0,2315.0,98.058,1811.88,1459.66,1252.84,832.8,26.0,30.1,23.3,4.8,0.0,6.800000000000001
2017-08-27,일요일,0.0,0.0,98.058,1811.97,1460.09,1253.06,832.74,25.2,29.4,21.8,1.8,0.0,7.599999999999998
2017-08-28,월요일,462917.0,2303.0,98.058,1811.23,1460.66,1253.84,833.34,26.1,29.5,21.7,3.1,0.0,7.800000000000001
2017-08-29,화요일,273854.8,2371.0,98.058,1811.86,1461.6,1254.68,833.69,25.8,28.9,22.6,6.1,0.0,6.299999999999997
2017-08-30,수요일,293431.2,2339.0,98.058,1812.96,1462.3,1255.28,833.95,23.8,28.8,21.1,7.5,0.0,7.699999999999999
2017-08-31,목요일,249901.3,2377.0,98.058,1813.23,1462.61,1255.71,833.95,23.5,28.5,18.7,4.3,0.0,9.8
2017-09-01,금요일,211022.0,2614.0,98.172,1814.6,1463.76,1256.63,833.97,22.8,28.5,19.9,3.8,0.0,8.600000000000001
2017-09-02,토요일,235837.0,2787.0,98.172,1814.13,1464.34,1256.87,834.17,22.6,27.5,19.0,5.4,0.0,8.5
2017-09-03,일요일,0.0,0.0,98.172,1814.65,1464.73,1257.03,834.2,23.2,27.8,19.4,5.5,0.0,8.400000000000002
2017-09-04,월요일,279345.2,2934.0,98.172,1813.56,1465.35,1257.79,834.2,23.5,28.0,21.3,8.5,0.0,6.699999999999999
2017-09-05,화요일,177210.6,3214.0,98.172,1814.42,1466.28,1258.34,834.33,23.8,26.4,21.9,9.0,0.6,4.5
2017-09-06,수요일,184329.6,3507.0,98.172,1814.35,1466.99,1258.77,834.44,22.8,25.6,21.6,10.0,33.0,4.0
2017-09-07,목요일,158141.5,4061.0,98.172,1815.43,1467.98,1259.7,834.74,21.1,24.5,18.7,7.1,11.8,5.800000000000001
2017-09-08,금요일,187157.0,4266.0,98.172,1815.99,1469.35,1261.03,835.09,24.1,28.9,20.0,0.5,0.0,8.899999999999999
2017-09-09,토요일,264419.0,4471.0,98.172,1816.14,1470.74,1262.06,835.6,24.6,29.7,20.8,5.9,0.0,8.899999999999999
2017-09-10,일요일,0.0,0.0,98.172,1816.46,1471.63,1262.61,835.8,24.6,28.2,21.5,7.9,0.0,6.699999999999999
2017-09-11,월요일,351366.8,3966.0,98.172,1816.06,1472.94,1264.02,835.91,22.9,25.7,21.3,9.5,264.1,4.399999999999999
2017-09-12,화요일,234649.0,3779.0,98.172,1820.25,1475.32,1266.83,836.69,23.9,28.6,20.9,2.1,0.0,7.700000000000003
2017-09-13,수요일,271508.8,3376.0,98.172,1821.24,1477.01,1268.36,836.91,23.2,27.8,19.6,0.4,0.0,8.2
2017-09-14,목요일,251764.0,3335.0,98.172,1822.7,1478.52,1269.71,837.67,22.9,27.3,19.3,3.5,0.0,8.0
