date,요일,캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),소비자물가지수,고급휘발유,보통휘발유,자동차용경유,실내등유,평균기온,최고기온,최저기온,평균운량,일강수량,일교차
2016-07-18,월요일,213975.0,3980.0,95.431,1781.13,1437.68,1229.14,793.36,23.4,29.7,18.4,0.0,0.0,11.3
2016-07-19,화요일,217872.0,3676.0,95.431,1775.51,1436.74,1228.32,793.88,24.7,31.4,19.6,0.0,5.6,11.799999999999995
2016-07-20,수요일,217250.5,3432.0,95.431,1773.66,1435.79,1227.51,793.87,26.0,31.5,20.7,0.0,0.0,10.8
2016-07-21,목요일,214260.0,3323.0,95.431,1773.87,1435.11,1227.01,793.83,26.1,31.8,21.0,0.0,0.0,10.8
2016-07-22,금요일,226616.0,3309.0,95.431,1774.43,1434.37,1226.41,793.6,26.2,31.8,21.7,0.0,0.0,10.1
2016-07-23,토요일,237229.5,3318.0,95.431,1774.37,1433.31,1225.62,793.02,26.7,32.9,21.1,0.0,0.0,11.799999999999995
2016-07-24,일요일,0.0,0.0,95.431,1773.98,1432.93,1225.08,792.46,28.0,33.5,22.4,0.0,0.0,11.1
2016-07-25,월요일,349936.5,3260.0,95.431,1770.82,1432.16,1224.72,792.51,28.9,33.5,25.3,0.0,0.0,8.2
2016-07-26,화요일,316727.5,3111.0,95.431,1770.15,1431.05,1223.96,792.45,29.2,34.2,24.0,0.0,0.0,10.200000000000005
2016-07-27,수요일,318671.0,2933.0,95.431,1768.47,1430.01,1223.04,791.87,28.1,33.0,23.4,0.0,5.0,9.6
2016-07-28,목요일,318292.0,2747.0,95.431,1767.5,1429.05,1222.3,791.98,28.1,33.3,24.2,0.0,5.5,9.099999999999998
2016-07-29,금요일,335203.5,2708.0,95.431,1769.15,1428.22,1221.66,791.81,29.1,34.4,24.1,0.0,0.0,10.299999999999995
2016-07-30,토요일,386518.5,2601.0,95.431,1770.11,1427.4,1220.97,791.48,29.5,34.8,25.3,0.0,0.2,9.499999999999996
2016-07-31,일요일,0.0,0.0,95.431,1770.4,1426.97,1220.28,791.15,28.4,34.8,24.6,0.0,0.0,10.199999999999996
2016-08-01,월요일,554584.5,2667.0,95.677,1768.99,1425.7,1219.48,791.34,28.3,34.4,23.2,0.0,0.0,11.2
2016-08-02,화요일,529484.0,2443.0,95.677,1764.3,1423.66,1217.7,790.76,26.7,31.8,23.0,0.0,0.3,8.8
2016-08-03,수요일,538821.0,2361.0,95.677,1763.52,1422.19,1216.41,791.02,26.5,31.6,22.2,0.0,0.0,9.400000000000002
2016-08-04,목요일,504568.0,2425.0,95.677,1763.39,1420.84,1215.29,790.14,28.2,33.6,23.2,0.0,0.0,10.400000000000002
2016-08-05,금요일,599106.0,2606.0,95.677,1762.4,1419.47,1214.05,790.24,28.4,34.5,23.3,0.0,0.0,11.2
2016-08-06,토요일,342668.0,2458.0,95.677,1762.43,1418.33,1212.89,789.92,27.8,34.6,23.4,0.0,0.0,11.200000000000005
2016-08-07,일요일,0.0,0.0,95.677,1759.99,1417.72,1212.26,789.62,26.9,34.8,22.8,0.0,29.9,11.999999999999996
2016-08-08,월요일,964556.0,2157.0,95.677,1759.58,1416.63,1211.56,789.36,26.3,34.5,22.5,0.0,51.1,12.0
2016-08-09,화요일,822508.5,1927.0,95.677,1757.43,1414.73,1209.86,789.31,27.1,33.9,23.0,0.0,1.4,10.9
2016-08-10,수요일,811973.5,1839.0,95.677,1757.07,1413.51,1208.77,789.16,28.6,34.4,24.5,0.0,0.0,9.9
2016-08-11,목요일,786396.7,1857.0,95.677,1757.69,1412.32,1207.7,789.22,29.3,35.9,23.4,0.0,0.0,12.5
2016-08-12,금요일,849972.0,1847.0,95.677,1758.78,1411.29,1206.75,789.05,29.3,36.2,24.0,0.0,0.0,12.200000000000005
2016-08-13,토요일,916247.0,1884.0,95.677,1757.95,1410.28,1205.79,788.71,28.8,35.4,23.3,0.0,0.0,12.099999999999998
2016-08-14,일요일,0.0,0.0,95.677,1758.43,1409.94,1205.36,788.62,28.7,35.4,23.1,0.0,0.0,12.299999999999995
2016-08-15,월요일,1021633.0,1916.0,95.677,1757.75,1409.44,1205.11,788.24,27.2,32.3,24.2,0.0,0.0,8.099999999999998
2016-08-16,화요일,1034640.0,1849.0,95.677,1756.85,1408.53,1204.49,788.04,28.1,34.0,23.2,0.0,0.0,10.8
2016-08-17,수요일,934171.5,1918.0,95.677,1755.45,1407.67,1203.66,787.79,27.5,34.3,22.8,0.0,0.0,11.499999999999996
2016-08-18,목요일,900455.0,1910.0,95.677,1754.44,1406.95,1203.18,787.13,27.9,33.9,24.2,0.0,0.0,9.7
2016-08-19,금요일,939227.8,1948.0,95.677,1754.1,1406.6,1202.91,786.78,27.7,34.0,22.7,0.0,0.0,11.3
2016-08-20,토요일,1017116.5,1991.0,95.677,1753.65,1406.56,1202.61,785.94,28.2,35.0,23.3,0.0,0.0,11.7
2016-08-21,일요일,0.0,0.0,95.677,1754.03,1406.5,1202.41,786.26,28.6,35.8,22.5,0.0,0.0,13.299999999999995
2016-08-22,월요일,1227369.5,1967.0,95.677,1754.38,1406.34,1202.61,786.12,28.4,35.3,22.4,0.0,0.0,12.9
2016-08-23,화요일,1099493.0,1930.0,95.677,1758.06,1406.87,1203.35,786.5,27.4,32.9,24.3,0.0,13.1,8.599999999999998
2016-08-24,수요일,1066969.0,1876.0,95.677,1759.4,1406.92,1203.36,786.3,27.6,35.0,22.4,0.0,0.0,12.6
2016-08-25,목요일,1007126.2,1845.0,95.677,1760.65,1406.92,1203.4,785.87,26.6,34.6,19.8,0.0,0.0,14.8
2016-08-26,금요일,1069290.5,1856.0,95.677,1761.25,1407.15,1203.45,785.43,21.8,25.8,18.3,0.0,8.9,7.5
2016-08-27,토요일,896953.0,2012.0,95.677,1761.27,1407.43,1203.53,785.31,22.2,26.3,18.4,0.0,0.2,7.900000000000002
2016-08-28,일요일,0.0,0.0,95.677,1761.15,1407.55,1203.26,784.92,19.0,23.5,16.4,0.0,17.3,7.100000000000001
2016-08-29,월요일,1029976.0,2330.0,95.677,1761.68,1407.76,1203.96,784.76,19.9,26.6,15.4,0.0,0.0,11.2
2016-08-30,화요일,1039709.1,2338.0,95.677,1763.27,1408.15,1204.15,785.0,20.1,24.0,15.4,0.0,0.1,8.6
2016-08-31,수요일,1230635.0,2283.0,95.677,1762.65,1408.54,1204.6,785.11,23.5,27.3,19.2,0.0,0.4,8.100000000000001
2016-09-01,목요일,1105344.0,2241.0,96.247,1761.44,1408.72,1204.69,785.56,25.5,30.4,21.6,0.0,0.0,8.799999999999997
2016-09-02,금요일,1265377.0,2093.0,96.247,1762.91,1408.6,1204.45,785.62,20.1,24.0,17.7,0.0,20.4,6.300000000000001
2016-09-03,토요일,1171412.0,2073.0,96.247,1764.24,1408.51,1204.24,785.72,24.7,31.2,19.7,0.0,0.0,11.5
2016-09-04,일요일,0.0,0.0,96.247,1764.51,1408.46,1203.94,785.8,25.2,30.9,22.0,0.0,21.4,8.899999999999999
2016-09-05,월요일,1490337.0,2130.0,96.247,1762.94,1408.52,1204.27,786.02,24.9,30.5,21.4,0.0,0.0,9.1
2016-09-06,화요일,1287777.0,2070.0,96.247,1762.31,1408.3,1203.91,785.96,22.8,26.1,19.5,0.0,0.0,6.600000000000001
2016-09-07,수요일,1283109.0,2093.0,96.247,1762.77,1408.19,1203.76,785.32,22.4,26.2,18.2,0.0,1.1,8.0
2016-09-08,목요일,1173704.0,1988.0,96.247,1763.43,1408.12,1203.7,785.31,22.3,28.5,15.7,0.0,0.0,12.8
2016-09-09,금요일,1089718.0,2061.0,96.247,1762.44,1408.26,1203.61,785.7,22.3,29.4,17.4,0.0,0.0,12.0
2016-09-10,토요일,1089453.0,2028.0,96.247,1761.11,1408.38,1203.45,785.37,21.5,28.7,16.3,0.0,1.2,12.4
2016-09-11,일요일,132337.0,2362.0,96.247,1760.55,1408.33,1203.18,785.46,21.9,26.7,18.2,0.0,0.2,8.5
2016-09-12,월요일,1261172.5,2247.0,96.247,1759.59,1408.6,1203.64,785.5,21.1,25.7,18.3,0.0,6.3,7.399999999999999
2016-09-13,화요일,994715.0,2556.0,96.247,1759.27,1408.78,1203.68,785.34,22.3,29.9,15.8,0.0,0.0,14.099999999999998
2016-09-14,수요일,566883.0,2511.0,96.247,1759.52,1408.92,1203.51,785.17,23.4,28.4,19.3,0.0,0.0,9.099999999999998
2016-09-15,목요일,0.0,0.0,96.247,1759.73,1409.06,1203.55,784.94,23.5,29.3,18.2,0.0,0.0,11.1
2016-09-16,금요일,0.0,0.0,96.247,1759.41,1409.0,1203.43,784.03,21.1,22.3,19.9,0.0,11.3,2.400000000000002
2016-09-17,토요일,3055.0,2045.0,96.247,1759.49,1408.91,1203.36,783.86,19.9,21.7,18.5,0.0,113.4,3.2
2016-09-18,일요일,0.0,0.0,96.247,1759.74,1408.81,1203.19,783.48,20.4,22.2,18.3,0.0,0.9,3.899999999999999
2016-09-19,월요일,630623.0,2239.0,96.247,1759.15,1408.84,1203.5,783.52,20.7,23.8,19.2,0.0,0.0,4.600000000000001
2016-09-20,화요일,528859.0,2108.0,96.247,1758.17,1408.52,1203.1,783.09,19.7,24.4,15.6,0.0,0.0,8.799999999999999
2016-09-21,수요일,602973.0,1977.0,96.247,1760.33,1408.21,1202.83,783.25,18.8,24.0,13.2,0.0,0.0,10.8
2016-09-22,목요일,625585.0,1811.0,96.247,1759.97,1407.97,1202.35,782.91,20.0,26.2,16.4,0.0,0.0,9.8
2016-09-23,금요일,590996.0,1774.0,96.247,1759.42,1407.83,1202.22,782.94,20.8,27.1,15.0,0.0,0.0,12.1
2016-09-24,토요일,553334.0,1761.0,96.247,1759.74,1407.49,1201.83,783.01,21.2,28.0,15.3,0.0,0.0,12.7
2016-09-25,일요일,0.0,0.0,96.247,1759.26,1407.49,1201.52,782.67,21.1,27.5,16.1,0.0,0.0,11.4
2016-09-26,월요일,564643.3,1907.0,96.247,1758.15,1407.36,1201.82,782.82,22.6,27.6,19.0,0.0,2.8,8.600000000000001
2016-09-27,화요일,441908.0,1882.0,96.247,1759.81,1407.21,1201.45,782.89,24.6,30.6,19.9,0.0,11.8,10.700000000000005
2016-09-28,수요일,353565.0,1914.0,96.247,1759.31,1406.94,1201.15,782.53,21.2,23.4,19.8,0.0,5.6,3.599999999999998
2016-09-29,목요일,354359.0,1920.0,96.247,1758.28,1406.86,1201.05,782.11,19.4,21.1,17.5,0.0,1.7,3.6000000000000014
2016-09-30,금요일,321234.0,2044.0,96.247,1758.5,1406.79,1200.91,782.66,17.6,19.4,16.1,0.0,18.5,3.299999999999997
2016-10-01,토요일,342590.0,2166.0,96.379,1758.68,1406.78,1200.72,783.44,19.5,22.5,16.4,0.0,6.5,6.100000000000001
2016-10-02,일요일,0.0,0.0,96.379,1758.71,1406.77,1200.4,783.43,22.3,25.5,18.9,0.0,1.2,6.600000000000001
2016-10-03,월요일,311775.0,2413.0,96.379,1758.06,1406.78,1200.57,783.51,22.9,26.2,20.0,0.0,12.6,6.199999999999999
2016-10-04,화요일,283881.0,2436.0,96.379,1758.12,1406.71,1200.82,783.19,21.8,29.3,16.4,0.0,0.1,12.900000000000002
2016-10-05,수요일,304125.0,2497.0,96.379,1757.47,1406.62,1200.52,783.08,19.2,22.9,16.6,0.0,63.8,6.299999999999997
2016-10-06,목요일,262191.0,2553.0,96.379,1760.25,1406.82,1200.78,782.91,18.3,25.5,14.0,0.0,0.0,11.5
2016-10-07,금요일,315008.0,2531.0,96.379,1760.33,1407.26,1201.31,782.72,16.9,21.9,12.6,0.0,5.3,9.3
2016-10-08,토요일,321844.0,2416.0,96.379,1760.86,1407.8,1201.57,782.76,16.6,19.8,11.7,0.0,46.6,8.100000000000001
2016-10-09,일요일,0.0,0.0,96.379,1760.37,1408.11,1201.75,783.0,12.5,18.0,8.0,0.0,0.0,10.0
2016-10-10,월요일,343616.0,2421.0,96.379,1760.97,1408.67,1202.61,784.12,13.2,19.3,7.9,0.0,0.0,11.4
2016-10-11,화요일,233272.0,2378.0,96.379,1763.73,1411.26,1205.67,785.16,14.0,20.5,10.7,0.0,0.0,9.8
2016-10-12,수요일,258060.4,2362.0,96.379,1765.23,1412.68,1207.19,786.07,14.4,21.8,9.5,0.0,0.0,12.3
2016-10-13,목요일,219204.0,2276.0,96.379,1766.28,1413.89,1208.51,787.18,14.0,18.6,10.6,0.0,0.0,8.000000000000002
2016-10-14,금요일,215828.6,2267.0,96.379,1766.69,1414.86,1209.5,788.08,14.9,24.6,7.4,0.0,0.0,17.200000000000003
2016-10-15,토요일,192503.0,2120.0,96.379,1766.56,1415.71,1210.19,788.76,16.1,24.7,8.9,0.0,0.0,15.8
2016-10-16,일요일,0.0,0.0,96.379,1766.93,1416.26,1210.47,789.1,15.0,15.8,13.5,0.0,59.1,2.3000000000000007
2016-10-17,월요일,184249.0,2254.0,96.379,1767.25,1417.09,1211.74,789.77,17.7,23.0,13.8,0.0,1.5,9.2
2016-10-18,화요일,143716.2,2217.0,96.379,1770.35,1418.95,1213.44,790.57,16.7,23.0,12.3,0.0,0.0,10.7
2016-10-19,수요일,156110.0,2208.0,96.379,1770.92,1419.89,1214.69,791.35,15.9,23.3,11.5,0.0,0.0,11.8
2016-10-20,목요일,133909.0,2264.0,96.379,1771.71,1420.88,1215.8,791.88,16.1,20.6,10.3,0.0,0.0,10.3
2016-10-21,금요일,115329.0,2232.0,96.379,1773.61,1421.9,1216.78,792.54,17.1,18.5,15.7,0.0,0.0,2.8000000000000007
2016-10-22,토요일,115599.0,2258.0,96.379,1774.54,1422.82,1217.66,793.56,17.8,22.2,14.7,0.0,0.0,7.5
2016-10-23,일요일,0.0,0.0,96.379,1775.5,1423.33,1217.98,793.69,15.8,18.0,12.5,0.0,0.0,5.5
2016-10-24,월요일,127511.4,2113.0,96.379,1775.56,1424.17,1219.2,794.23,15.6,19.7,12.5,0.0,0.0,7.199999999999999
2016-10-25,화요일,87996.0,2157.0,96.379,1776.19,1425.4,1220.43,794.45,15.3,19.4,11.3,0.0,10.3,8.099999999999998
2016-10-26,수요일,93497.6,2085.0,96.379,1776.9,1426.18,1221.5,795.24,14.1,18.9,11.0,0.0,0.0,7.899999999999999
2016-10-27,목요일,85104.8,2090.0,96.379,1776.77,1426.75,1222.08,795.6,13.7,18.6,7.4,0.0,0.0,11.2
2016-10-28,금요일,71739.8,2028.0,96.379,1774.87,1427.18,1222.37,796.04,13.7,15.8,12.3,0.0,3.4,3.5
2016-10-29,토요일,74594.0,2043.0,96.379,1774.3,1427.45,1222.68,797.0,10.2,13.8,5.5,0.0,0.0,8.3
2016-10-30,일요일,0.0,0.0,96.379,1772.59,1427.64,1222.79,797.37,7.9,16.2,3.2,0.0,0.0,13.0
2016-10-31,월요일,126001.0,2310.0,96.379,1772.95,1428.0,1223.48,798.27,8.1,11.6,4.1,0.0,0.1,7.5
2016-11-01,화요일,57563.0,2093.0,96.237,1773.84,1428.72,1224.29,799.5,4.7,9.4,0.4,0.0,0.0,9.0
2016-11-02,수요일,70722.0,2300.0,96.237,1775.24,1428.98,1224.76,800.42,4.8,12.2,-2.1,0.0,0.0,14.3
2016-11-03,목요일,51399.0,1947.0,96.237,1777.3,1429.12,1224.86,800.47,7.3,14.8,1.3,0.0,0.1,13.5
2016-11-04,금요일,70720.0,2158.0,96.237,1777.28,1429.26,1224.96,801.0,7.8,16.7,0.7,0.0,0.0,16.0
2016-11-05,토요일,53577.0,2060.0,96.237,1777.32,1429.27,1224.94,801.18,11.7,19.9,5.3,0.0,0.0,14.599999999999998
2016-11-06,일요일,0.0,0.0,96.237,1777.93,1429.37,1224.7,801.29,11.9,18.2,6.7,0.0,0.0,11.5
2016-11-07,월요일,50229.0,2000.0,96.237,1779.2,1429.45,1225.2,801.38,14.2,18.9,9.1,0.0,0.0,9.8
2016-11-08,화요일,46833.0,2060.0,96.237,1773.07,1428.99,1224.63,800.97,8.2,13.8,2.8,0.0,0.8,11.0
2016-11-09,수요일,50789.2,2286.0,96.237,1772.9,1428.81,1224.5,800.92,3.8,11.4,-2.8,0.0,0.0,14.2
2016-11-10,목요일,37950.0,1973.0,96.237,1773.76,1428.61,1224.44,800.92,7.2,13.1,2.9,0.0,2.9,10.2
2016-11-11,금요일,44705.8,1955.0,96.237,1772.76,1428.44,1224.23,800.8,8.4,15.2,3.8,0.0,0.6,11.4
2016-11-12,토요일,42764.0,1752.0,96.237,1771.14,1428.2,1223.9,800.81,8.4,18.9,0.7,0.0,0.0,18.2
2016-11-13,일요일,0.0,0.0,96.237,1770.12,1428.15,1223.65,800.61,11.4,17.2,5.2,0.0,0.0,12.0
2016-11-14,월요일,39248.4,2006.0,96.237,1770.41,1428.08,1223.89,800.57,15.0,18.5,11.2,0.0,0.1,7.300000000000001
2016-11-15,화요일,29037.0,2119.0,96.237,1767.06,1427.23,1223.02,800.37,9.6,15.5,1.5,0.0,0.0,14.0
2016-11-16,수요일,39866.4,2008.0,96.237,1765.77,1426.72,1222.71,800.36,5.2,13.5,-1.8,0.0,0.0,15.3
2016-11-17,목요일,28647.2,1885.0,96.237,1765.68,1426.43,1222.37,800.26,9.6,19.2,2.8,0.0,0.0,16.4
2016-11-18,금요일,35266.0,1784.0,96.237,1766.73,1426.06,1222.02,799.96,9.7,14.5,2.8,0.0,5.0,11.7
2016-11-19,토요일,21263.0,1778.0,96.237,1764.58,1425.64,1221.54,799.69,13.4,15.3,11.1,0.0,0.6,4.200000000000001
2016-11-20,일요일,0.0,0.0,96.237,1763.07,1425.33,1220.99,799.53,13.0,19.7,6.6,0.0,0.0,13.1
2016-11-21,월요일,27772.6,1937.0,96.237,1764.45,1424.99,1221.04,799.3,11.2,16.4,6.0,0.0,0.0,10.4
2016-11-22,화요일,19782.8,2046.0,96.237,1765.63,1424.75,1220.73,799.25,6.5,11.7,2.1,0.0,0.0,9.6
2016-11-23,수요일,22841.0,1703.0,96.237,1765.23,1424.62,1220.62,799.29,2.6,8.2,-1.3,0.0,0.0,9.5
2016-11-24,목요일,18306.0,1987.0,96.237,1766.14,1424.49,1220.48,799.2,0.5,5.6,-2.3,0.0,0.0,7.899999999999999
2016-11-25,금요일,21970.6,1706.0,96.237,1765.16,1424.51,1220.55,799.27,2.2,9.0,-2.6,0.0,0.0,11.6
2016-11-26,토요일,14867.0,1686.0,96.237,1764.18,1424.41,1220.26,799.36,0.0,2.4,-3.5,0.0,5.4,5.9
2016-11-27,일요일,0.0,0.0,96.237,1763.36,1424.44,1220.03,799.09,2.7,9.1,-0.1,0.0,0.0,9.2
2016-11-28,월요일,26635.0,1733.0,96.237,1763.76,1424.49,1220.43,799.19,3.5,8.9,-2.1,0.0,0.0,11.0
2016-11-29,화요일,13949.6,1806.0,96.237,1770.95,1425.31,1221.11,799.88,2.3,11.5,-3.5,0.0,0.0,15.0
2016-11-30,수요일,15025.2,1640.0,96.237,1772.76,1425.53,1221.21,799.86,4.1,9.1,-1.9,0.0,3.6,11.0
2016-12-01,목요일,11547.6,1768.0,96.342,1772.23,1425.98,1221.73,800.09,4.9,10.2,-1.5,0.0,0.6,11.7
2016-12-02,금요일,17784.0,1572.0,96.342,1774.87,1428.26,1224.0,800.59,1.6,10.4,-4.6,0.0,0.0,15.0
2016-12-03,토요일,8636.0,1847.0,96.342,1775.49,1429.71,1225.36,801.37,2.1,12.4,-5.0,0.0,0.0,17.4
2016-12-04,일요일,0.0,0.0,96.342,1775.25,1430.46,1225.87,801.83,3.7,8.8,-0.8,0.0,0.0,9.6
2016-12-05,월요일,19115.8,1734.0,96.342,1776.37,1431.78,1227.52,802.85,7.5,13.4,2.9,0.0,0.0,10.5
2016-12-06,화요일,10369.0,1520.0,96.342,1778.86,1433.59,1229.35,804.13,1.6,7.1,-4.1,0.0,0.0,11.2
2016-12-07,수요일,13552.0,2009.0,96.342,1779.61,1435.25,1231.05,805.16,-1.8,2.4,-5.6,0.0,0.2,8.0
2016-12-08,목요일,8082.8,1664.0,96.342,1782.93,1437.46,1233.16,806.02,2.1,9.4,-2.7,0.0,0.2,12.1
2016-12-09,금요일,11784.0,1686.0,96.342,1783.12,1439.12,1234.92,807.03,4.0,8.7,-2.7,0.0,2.0,11.4
2016-12-10,토요일,8978.2,1900.0,96.342,1783.86,1440.56,1236.0,808.17,-0.3,8.8,-5.6,0.0,0.0,14.4
2016-12-11,일요일,0.0,0.0,96.342,1783.36,1441.54,1236.84,808.41,-0.8,9.0,-8.0,0.0,0.0,17.0
2016-12-12,월요일,9758.6,1929.0,96.342,1783.38,1443.66,1239.16,809.91,3.2,9.4,-3.6,0.0,0.0,13.0
2016-12-13,화요일,8052.8,2092.0,96.342,1791.54,1448.27,1243.56,812.52,6.2,10.4,2.6,0.0,0.0,7.800000000000001
2016-12-14,수요일,4230.0,2098.0,96.342,1795.14,1452.27,1247.64,815.97,-0.1,4.2,-4.4,0.0,0.0,8.600000000000001
2016-12-15,목요일,9202.0,1942.0,96.342,1797.11,1455.06,1250.31,818.41,-1.8,2.6,-5.4,0.0,0.0,8.0
2016-12-16,금요일,6692.6,1941.0,96.342,1798.95,1457.55,1252.84,821.02,-2.6,3.0,-8.2,0.0,0.0,11.2
2016-12-17,토요일,6728.0,1585.0,96.342,1799.28,1459.79,1254.74,822.29,1.9,10.2,-2.7,0.0,0.0,12.9
2016-12-18,일요일,0.0,0.0,96.342,1799.75,1460.66,1255.3,822.89,1.9,10.0,-5.0,0.0,0.0,15.0
2016-12-19,월요일,7531.4,1772.0,96.342,1799.16,1462.22,1257.12,824.05,7.5,11.3,3.3,0.0,3.9,8.0
2016-12-20,화요일,5859.2,1975.0,96.342,1802.03,1464.25,1259.14,825.65,8.6,15.1,4.6,0.0,0.0,10.5
2016-12-21,수요일,3143.4,2078.0,96.342,1802.58,1466.0,1260.81,827.09,9.1,14.6,1.8,0.0,11.3,12.8
2016-12-22,목요일,9824.4,1849.0,96.342,1803.08,1467.29,1262.02,828.18,8.4,18.4,3.9,0.0,12.2,14.499999999999998
2016-12-23,금요일,4366.4,1726.0,96.342,1803.28,1468.86,1263.65,829.49,1.3,4.0,0.3,0.0,3.3,3.7
2016-12-24,토요일,7143.8,2059.0,96.342,1803.8,1470.58,1265.23,830.77,0.4,3.6,-1.7,0.0,0.0,5.3
2016-12-25,일요일,0.0,0.0,96.342,1805.27,1471.47,1265.82,831.26,2.7,10.8,-4.3,0.0,0.0,15.1
2016-12-26,월요일,6357.8,1896.0,96.342,1807.0,1472.98,1267.69,832.62,4.8,6.7,2.8,0.0,12.5,3.9
2016-12-27,화요일,5113.0,2103.0,96.342,1810.05,1475.47,1269.74,834.25,1.0,3.8,-4.3,0.0,0.0,8.1
2016-12-28,수요일,3092.8,2070.0,96.342,1812.7,1477.59,1271.73,836.01,-2.3,5.6,-8.2,0.0,0.0,13.8
2016-12-29,목요일,5072.8,2133.0,96.342,1815.02,1479.72,1273.64,837.4,-2.9,2.0,-6.4,0.0,0.3,8.4
2016-12-30,금요일,4882.0,1548.0,96.342,1814.85,1481.74,1275.73,839.22,-2.8,5.1,-9.0,0.0,0.0,14.1
2016-12-31,토요일,7273.0,2610.0,96.342,1815.56,1483.7,1277.36,840.49,0.2,6.0,-4.7,0.0,0.0,10.7
2017-01-01,일요일,0.0,0.0,97.366,1816.37,1486.06,1279.34,841.71,2.2,10.7,-3.2,0.0,0.0,13.9
2017-01-02,월요일,0.0,0.0,97.366,1817.61,1487.92,1281.55,843.22,4.0,11.3,-0.9,0.0,0.4,12.2
2017-01-03,화요일,1314.8,3041.0,97.366,1825.89,1492.17,1285.44,845.33,2.2,10.1,-2.4,0.0,0.0,12.5
2017-01-04,수요일,3953.8,2559.0,97.366,1828.94,1495.37,1288.66,847.66,1.5,10.1,-3.9,0.0,0.0,14.0
2017-01-05,목요일,3277.8,2616.0,97.366,1831.73,1497.7,1290.76,849.51,4.4,9.8,-1.7,0.0,0.1,11.5
2017-01-06,금요일,3907.8,2280.0,97.366,1833.63,1499.65,1292.58,850.89,6.8,12.7,2.1,0.0,0.0,10.6
2017-01-07,토요일,1948.0,2573.0,97.366,1834.21,1501.37,1294.04,852.04,4.3,8.9,-1.9,0.0,0.0,10.8
2017-01-08,일요일,0.0,0.0,97.366,1836.4,1502.44,1294.73,852.79,8.7,14.3,5.4,0.0,0.3,8.9
2017-01-09,월요일,1523.0,1819.0,97.366,1837.71,1503.96,1296.5,853.95,3.3,7.4,-2.3,0.0,0.3,9.7
2017-01-10,화요일,602.0,2392.0,97.366,1837.94,1505.91,1298.42,855.35,0.5,5.5,-3.1,0.0,0.0,8.6
2017-01-11,수요일,2127.8,2858.0,97.366,1839.7,1507.16,1299.82,856.37,-1.9,2.9,-6.4,0.0,0.0,9.3
2017-01-12,목요일,2130.6,4130.0,97.366,1839.95,1508.2,1300.7,857.37,-0.3,4.9,-4.2,0.0,0.2,9.1
2017-01-13,금요일,2211.6,3529.0,97.366,1840.45,1509.01,1301.58,858.32,-3.1,2.5,-7.2,0.0,1.1,9.7
2017-01-14,토요일,1709.8,6397.0,97.366,1839.57,1509.85,1302.12,859.07,-4.7,-1.2,-7.4,0.0,0.0,6.2
2017-01-15,일요일,0.0,0.0,97.366,1840.84,1510.29,1302.39,859.29,-6.2,1.9,-12.7,0.0,0.0,14.6
2017-01-16,월요일,100.0,3090.0,97.366,1840.7,1511.05,1303.38,860.18,-4.3,4.6,-10.5,0.0,0.0,15.1
2017-01-17,화요일,714.0,3004.0,97.366,1842.05,1511.69,1303.96,860.99,-2.4,5.2,-8.8,0.0,0.0,14.0
2017-01-18,수요일,2157.2,4196.0,97.366,1843.2,1512.3,1304.57,861.22,0.3,6.9,-5.0,0.0,0.0,11.9
2017-01-19,목요일,2197.0,3883.0,97.366,1842.13,1512.71,1304.91,861.61,-0.4,7.9,-6.5,0.0,0.0,14.4
2017-01-20,금요일,186.0,2806.0,97.366,1841.61,1513.06,1305.33,861.9,-2.6,-0.4,-5.7,0.0,5.7,5.3
2017-01-21,토요일,0.0,0.0,97.366,1842.05,1513.41,1305.47,862.17,-3.0,1.4,-9.1,0.0,0.1,10.5
2017-01-22,일요일,0.0,0.0,97.366,1841.95,1513.65,1305.52,862.34,-3.7,-0.4,-7.9,0.0,1.4,7.5
2017-01-23,월요일,680.0,760.0,97.366,1841.88,1514.03,1306.04,862.85,-7.4,-1.5,-13.1,0.0,0.0,11.6
2017-01-24,화요일,0.0,0.0,97.366,1842.67,1514.43,1306.38,863.33,-4.9,1.4,-10.8,0.0,0.0,12.2
2017-01-25,수요일,575.0,1056.0,97.366,1842.6,1514.77,1306.65,863.36,-4.7,2.5,-10.6,0.0,0.0,13.1
2017-01-26,목요일,4805.2,4676.0,97.366,1843.4,1515.4,1307.01,863.54,-2.6,7.2,-10.9,0.0,0.0,18.1
2017-01-27,금요일,0.0,0.0,97.366,1843.15,1515.85,1307.38,863.51,0.7,5.0,-3.8,0.0,0.8,8.8
2017-01-28,토요일,0.0,0.0,97.366,1843.17,1516.05,1307.45,863.56,0.9,10.9,-7.9,0.0,0.0,18.8
2017-01-29,일요일,0.0,0.0,97.366,1843.53,1516.15,1307.57,863.35,3.3,4.8,1.3,0.0,3.0,3.5
2017-01-30,월요일,0.0,0.0,97.366,1841.53,1516.26,1307.61,863.54,-1.1,4.0,-6.4,0.0,0.7,10.4
2017-01-31,화요일,0.0,0.0,97.366,1840.61,1516.5,1307.99,863.74,-2.9,4.9,-9.2,0.0,0.0,14.1
2017-02-01,수요일,0.0,0.0,97.632,1842.49,1516.7,1308.18,864.03,-1.5,4.3,-5.9,0.0,0.0,10.2
2017-02-02,목요일,0.0,0.0,97.632,1843.99,1516.87,1308.23,864.28,-2.6,7.0,-9.8,0.0,0.0,16.8
