date,요일,캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),캠벨얼리_거래량의_1주전_평균,캠벨얼리_가격의_1주전_평균,캠벨얼리_거래량의_2주전_평균,캠벨얼리_가격의_2주전_평균,계절
2016-09-19,월요일,630623.0,2239.0,706456.375,2339.75,942932.7727272727,2190.090909090909,3
2016-09-20,화요일,528859.0,2108.0,706456.375,2339.75,942932.7727272727,2190.090909090909,3
2016-09-21,수요일,602973.0,1977.0,706456.375,2339.75,942932.7727272727,2190.090909090909,3
2016-09-22,목요일,625585.0,1811.0,706456.375,2339.75,942932.7727272727,2190.090909090909,3
2016-09-23,금요일,590996.0,1774.0,706456.375,2339.75,942932.7727272727,2190.090909090909,3
2016-09-24,토요일,553334.0,1761.0,706456.375,2339.75,942932.7727272727,2190.090909090909,3
2016-09-25,일요일,0.0,0.0,706456.375,2339.75,942932.7727272727,2190.090909090909,3
2016-09-26,월요일,564643.3,1907.0,588728.3333333334,1945.0,635819.55,2102.9,3
2016-09-27,화요일,441908.0,1882.0,588728.3333333334,1945.0,635819.55,2102.9,3
2016-09-28,수요일,353565.0,1914.0,588728.3333333334,1945.0,635819.55,2102.9,3
2016-09-29,목요일,354359.0,1920.0,588728.3333333334,1945.0,635819.55,2102.9,3
2016-09-30,금요일,321234.0,2044.0,588728.3333333334,1945.0,635819.55,2102.9,3
2016-10-01,토요일,342590.0,2166.0,588728.3333333334,1945.0,635819.55,2102.9,3
2016-10-02,일요일,0.0,0.0,588728.3333333334,1945.0,635819.55,2102.9,3
2016-10-03,월요일,311775.0,2413.0,396383.2166666666,1972.1666666666667,492555.77499999997,1958.5833333333333,3
2016-10-04,화요일,283881.0,2436.0,396383.2166666666,1972.1666666666667,492555.77499999997,1958.5833333333333,3
2016-10-05,수요일,304125.0,2497.0,396383.2166666666,1972.1666666666667,492555.77499999997,1958.5833333333333,3
2016-10-06,목요일,262191.0,2553.0,396383.2166666666,1972.1666666666667,492555.77499999997,1958.5833333333333,3
2016-10-07,금요일,315008.0,2531.0,396383.2166666666,1972.1666666666667,492555.77499999997,1958.5833333333333,3
2016-10-08,토요일,321844.0,2416.0,396383.2166666666,1972.1666666666667,492555.77499999997,1958.5833333333333,3
2016-10-09,일요일,0.0,0.0,396383.2166666666,1972.1666666666667,492555.77499999997,1958.5833333333333,3
2016-10-10,월요일,343616.0,2421.0,299804.0,2474.3333333333335,348093.60833333334,2223.25,3
2016-10-11,화요일,233272.0,2378.0,299804.0,2474.3333333333335,348093.60833333334,2223.25,3
2016-10-12,수요일,258060.4,2362.0,299804.0,2474.3333333333335,348093.60833333334,2223.25,3
2016-10-13,목요일,219204.0,2276.0,299804.0,2474.3333333333335,348093.60833333334,2223.25,3
2016-10-14,금요일,215828.6,2267.0,299804.0,2474.3333333333335,348093.60833333334,2223.25,3
2016-10-15,토요일,192503.0,2120.0,299804.0,2474.3333333333335,348093.60833333334,2223.25,3
2016-10-16,일요일,0.0,0.0,299804.0,2474.3333333333335,348093.60833333334,2223.25,3
2016-10-17,월요일,184249.0,2254.0,243747.33333333334,2304.0,271775.6666666667,2389.1666666666665,3
2016-10-18,화요일,143716.2,2217.0,243747.33333333334,2304.0,271775.6666666667,2389.1666666666665,3
2016-10-19,수요일,156110.0,2208.0,243747.33333333334,2304.0,271775.6666666667,2389.1666666666665,3
2016-10-20,목요일,133909.0,2264.0,243747.33333333334,2304.0,271775.6666666667,2389.1666666666665,3
2016-10-21,금요일,115329.0,2232.0,243747.33333333334,2304.0,271775.6666666667,2389.1666666666665,3
2016-10-22,토요일,115599.0,2258.0,243747.33333333334,2304.0,271775.6666666667,2389.1666666666665,3
2016-10-23,일요일,0.0,0.0,243747.33333333334,2304.0,271775.6666666667,2389.1666666666665,3
2016-10-24,월요일,127511.4,2113.0,141485.36666666667,2238.8333333333335,192616.35,2271.4166666666665,3
2016-10-25,화요일,87996.0,2157.0,141485.36666666667,2238.8333333333335,192616.35,2271.4166666666665,3
2016-10-26,수요일,93497.6,2085.0,141485.36666666667,2238.8333333333335,192616.35,2271.4166666666665,3
2016-10-27,목요일,85104.8,2090.0,141485.36666666667,2238.8333333333335,192616.35,2271.4166666666665,3
2016-10-28,금요일,71739.8,2028.0,141485.36666666667,2238.8333333333335,192616.35,2271.4166666666665,3
2016-10-29,토요일,74594.0,2043.0,141485.36666666667,2238.8333333333335,192616.35,2271.4166666666665,3
2016-10-30,일요일,0.0,0.0,141485.36666666667,2238.8333333333335,192616.35,2271.4166666666665,3
2016-10-31,월요일,126001.0,2310.0,90073.93333333333,2086.0,115779.65000000002,2162.4166666666665,3
2016-11-01,화요일,57563.0,2093.0,90073.93333333333,2086.0,115779.65000000002,2162.4166666666665,3
2016-11-02,수요일,70722.0,2300.0,90073.93333333333,2086.0,115779.65000000002,2162.4166666666665,3
2016-11-03,목요일,51399.0,1947.0,90073.93333333333,2086.0,115779.65000000002,2162.4166666666665,3
2016-11-04,금요일,70720.0,2158.0,90073.93333333333,2086.0,115779.65000000002,2162.4166666666665,3
2016-11-05,토요일,53577.0,2060.0,90073.93333333333,2086.0,115779.65000000002,2162.4166666666665,3
2016-11-06,일요일,0.0,0.0,90073.93333333333,2086.0,115779.65000000002,2162.4166666666665,3
2016-11-07,월요일,50229.0,2000.0,71663.66666666667,2144.6666666666665,80868.8,2115.3333333333335,3
2016-11-08,화요일,46833.0,2060.0,71663.66666666667,2144.6666666666665,80868.8,2115.3333333333335,3
2016-11-09,수요일,50789.2,2286.0,71663.66666666667,2144.6666666666665,80868.8,2115.3333333333335,3
2016-11-10,목요일,37950.0,1973.0,71663.66666666667,2144.6666666666665,80868.8,2115.3333333333335,3
2016-11-11,금요일,44705.8,1955.0,71663.66666666667,2144.6666666666665,80868.8,2115.3333333333335,3
2016-11-12,토요일,42764.0,1752.0,71663.66666666667,2144.6666666666665,80868.8,2115.3333333333335,3
2016-11-13,일요일,0.0,0.0,71663.66666666667,2144.6666666666665,80868.8,2115.3333333333335,3
2016-11-14,월요일,39248.4,2006.0,45545.166666666664,2004.3333333333333,58604.416666666664,2074.5,3
2016-11-15,화요일,29037.0,2119.0,45545.166666666664,2004.3333333333333,58604.416666666664,2074.5,3
2016-11-16,수요일,39866.4,2008.0,45545.166666666664,2004.3333333333333,58604.416666666664,2074.5,3
2016-11-17,목요일,28647.2,1885.0,45545.166666666664,2004.3333333333333,58604.416666666664,2074.5,3
2016-11-18,금요일,35266.0,1784.0,45545.166666666664,2004.3333333333333,58604.416666666664,2074.5,3
2016-11-19,토요일,21263.0,1778.0,45545.166666666664,2004.3333333333333,58604.416666666664,2074.5,3
2016-11-20,일요일,0.0,0.0,45545.166666666664,2004.3333333333333,58604.416666666664,2074.5,3
2016-11-21,월요일,27772.6,1937.0,32221.333333333332,1930.0,38883.25000000001,1967.1666666666667,3
2016-11-22,화요일,19782.8,2046.0,32221.333333333332,1930.0,38883.25000000001,1967.1666666666667,3
2016-11-23,수요일,22841.0,1703.0,32221.333333333332,1930.0,38883.25000000001,1967.1666666666667,3
2016-11-24,목요일,18306.0,1987.0,32221.333333333332,1930.0,38883.25000000001,1967.1666666666667,3
2016-11-25,금요일,21970.6,1706.0,32221.333333333332,1930.0,38883.25000000001,1967.1666666666667,3
2016-11-26,토요일,14867.0,1686.0,32221.333333333332,1930.0,38883.25000000001,1967.1666666666667,3
2016-11-27,일요일,0.0,0.0,32221.333333333332,1930.0,38883.25000000001,1967.1666666666667,3
2016-11-28,월요일,26635.0,1733.0,20923.333333333332,1844.1666666666667,26572.333333333332,1887.0833333333333,3
2016-11-29,화요일,13949.6,1806.0,20923.333333333332,1844.1666666666667,26572.333333333332,1887.0833333333333,3
2016-11-30,수요일,15025.2,1640.0,20923.333333333332,1844.1666666666667,26572.333333333332,1887.0833333333333,3
2016-12-01,목요일,11547.6,1768.0,20923.333333333332,1844.1666666666667,26572.333333333332,1887.0833333333333,0
2016-12-02,금요일,17784.0,1572.0,20923.333333333332,1844.1666666666667,26572.333333333332,1887.0833333333333,0
2016-12-03,토요일,8636.0,1847.0,20923.333333333332,1844.1666666666667,26572.333333333332,1887.0833333333333,0
2016-12-04,일요일,0.0,0.0,20923.333333333332,1844.1666666666667,26572.333333333332,1887.0833333333333,0
2016-12-05,월요일,19115.8,1734.0,15596.233333333335,1727.6666666666667,18259.783333333336,1785.9166666666667,0
2016-12-06,화요일,10369.0,1520.0,15596.233333333335,1727.6666666666667,18259.783333333336,1785.9166666666667,0
2016-12-07,수요일,13552.0,2009.0,15596.233333333335,1727.6666666666667,18259.783333333336,1785.9166666666667,0
2016-12-08,목요일,8082.8,1664.0,15596.233333333335,1727.6666666666667,18259.783333333336,1785.9166666666667,0
2016-12-09,금요일,11784.0,1686.0,15596.233333333335,1727.6666666666667,18259.783333333336,1785.9166666666667,0
2016-12-10,토요일,8978.2,1900.0,15596.233333333335,1727.6666666666667,18259.783333333336,1785.9166666666667,0
2016-12-11,일요일,0.0,0.0,15596.233333333335,1727.6666666666667,18259.783333333336,1785.9166666666667,0
2016-12-12,월요일,9758.6,1929.0,11980.300000000001,1752.1666666666667,13788.266666666668,1739.9166666666667,0
2016-12-13,화요일,8052.8,2092.0,11980.300000000001,1752.1666666666667,13788.266666666668,1739.9166666666667,0
2016-12-14,수요일,4230.0,2098.0,11980.300000000001,1752.1666666666667,13788.266666666668,1739.9166666666667,0
2016-12-15,목요일,9202.0,1942.0,11980.300000000001,1752.1666666666667,13788.266666666668,1739.9166666666667,0
2016-12-16,금요일,6692.6,1941.0,11980.300000000001,1752.1666666666667,13788.266666666668,1739.9166666666667,0
2016-12-17,토요일,6728.0,1585.0,11980.300000000001,1752.1666666666667,13788.266666666668,1739.9166666666667,0
2016-12-18,일요일,0.0,0.0,11980.300000000001,1752.1666666666667,13788.266666666668,1739.9166666666667,0
2016-12-19,월요일,7531.4,1772.0,7444.0,1931.1666666666667,9712.150000000001,1841.6666666666667,0
2016-12-20,화요일,5859.2,1975.0,7444.0,1931.1666666666667,9712.150000000001,1841.6666666666667,0
2016-12-21,수요일,3143.4,2078.0,7444.0,1931.1666666666667,9712.150000000001,1841.6666666666667,0
2016-12-22,목요일,9824.4,1849.0,7444.0,1931.1666666666667,9712.150000000001,1841.6666666666667,0
2016-12-23,금요일,4366.4,1726.0,7444.0,1931.1666666666667,9712.150000000001,1841.6666666666667,0
2016-12-24,토요일,7143.8,2059.0,7444.0,1931.1666666666667,9712.150000000001,1841.6666666666667,0
2016-12-25,일요일,0.0,0.0,7444.0,1931.1666666666667,9712.150000000001,1841.6666666666667,0
2016-12-26,월요일,6357.8,1896.0,6311.433333333334,1909.8333333333333,6877.716666666666,1920.5,0
2016-12-27,화요일,5113.0,2103.0,6311.433333333334,1909.8333333333333,6877.716666666666,1920.5,0
2016-12-28,수요일,3092.8,2070.0,6311.433333333334,1909.8333333333333,6877.716666666666,1920.5,0
2016-12-29,목요일,5072.8,2133.0,6311.433333333334,1909.8333333333333,6877.716666666666,1920.5,0
2016-12-30,금요일,4882.0,1548.0,6311.433333333334,1909.8333333333333,6877.716666666666,1920.5,0
2016-12-31,토요일,7273.0,2610.0,6311.433333333334,1909.8333333333333,6877.716666666666,1920.5,0
2017-01-01,일요일,0.0,0.0,6311.433333333334,1909.8333333333333,6877.716666666666,1920.5,0
2017-01-02,월요일,0.0,0.0,5298.566666666667,2060.0,5805.000000000001,1984.9166666666667,0
2017-01-03,화요일,1314.8,3041.0,5298.566666666667,2060.0,5805.000000000001,1984.9166666666667,0
2017-01-04,수요일,3953.8,2559.0,5298.566666666667,2060.0,5805.000000000001,1984.9166666666667,0
2017-01-05,목요일,3277.8,2616.0,5298.566666666667,2060.0,5805.000000000001,1984.9166666666667,0
2017-01-06,금요일,3907.8,2280.0,5298.566666666667,2060.0,5805.000000000001,1984.9166666666667,0
2017-01-07,토요일,1948.0,2573.0,5298.566666666667,2060.0,5805.000000000001,1984.9166666666667,0
2017-01-08,일요일,0.0,0.0,5298.566666666667,2060.0,5805.000000000001,1984.9166666666667,0
2017-01-09,월요일,1523.0,1819.0,2880.44,2613.8,4199.418181818182,2311.7272727272725,0
2017-01-10,화요일,602.0,2392.0,2880.44,2613.8,4199.418181818182,2311.7272727272725,0
2017-01-11,수요일,2127.8,2858.0,2880.44,2613.8,4199.418181818182,2311.7272727272725,0
2017-01-12,목요일,2130.6,4130.0,2880.44,2613.8,4199.418181818182,2311.7272727272725,0
2017-01-13,금요일,2211.6,3529.0,2880.44,2613.8,4199.418181818182,2311.7272727272725,0
2017-01-14,토요일,1709.8,6397.0,2880.44,2613.8,4199.418181818182,2311.7272727272725,0
2017-01-15,일요일,0.0,0.0,2880.44,2613.8,4199.418181818182,2311.7272727272725,0
2017-01-16,월요일,100.0,3090.0,1717.4666666666665,3520.8333333333335,2246.0909090909086,3108.5454545454545,0
2017-01-17,화요일,714.0,3004.0,1717.4666666666665,3520.8333333333335,2246.0909090909086,3108.5454545454545,0
2017-01-18,수요일,2157.2,4196.0,1717.4666666666665,3520.8333333333335,2246.0909090909086,3108.5454545454545,0
2017-01-19,목요일,2197.0,3883.0,1717.4666666666665,3520.8333333333335,2246.0909090909086,3108.5454545454545,0
2017-01-20,금요일,186.0,2806.0,1717.4666666666665,3520.8333333333335,2246.0909090909086,3108.5454545454545,0
2017-01-21,토요일,0.0,0.0,1717.4666666666665,3520.8333333333335,2246.0909090909086,3108.5454545454545,0
2017-01-22,일요일,0.0,0.0,1717.4666666666665,3520.8333333333335,2246.0909090909086,3108.5454545454545,0
2017-01-23,월요일,680.0,760.0,1070.84,3395.8,1423.5454545454545,3464.0,0
2017-01-24,화요일,0.0,0.0,1070.84,3395.8,1423.5454545454545,3464.0,0
2017-01-25,수요일,575.0,1056.0,1070.84,3395.8,1423.5454545454545,3464.0,0
2017-01-26,목요일,4805.2,4676.0,1070.84,3395.8,1423.5454545454545,3464.0,0
2017-01-27,금요일,0.0,0.0,1070.84,3395.8,1423.5454545454545,3464.0,0
2017-01-28,토요일,0.0,0.0,1070.84,3395.8,1423.5454545454545,3464.0,0
2017-01-29,일요일,0.0,0.0,1070.84,3395.8,1423.5454545454545,3464.0,0
2017-01-30,월요일,0.0,0.0,2020.0666666666666,2164.0,1426.8,2933.875,0
2017-01-31,화요일,0.0,0.0,2020.0666666666666,2164.0,1426.8,2933.875,0
2017-02-01,수요일,0.0,0.0,2020.0666666666666,2164.0,1426.8,2933.875,0
2017-02-02,목요일,0.0,0.0,2020.0666666666666,2164.0,1426.8,2933.875,0
2017-02-03,금요일,492.0,5976.0,2020.0666666666666,2164.0,1426.8,2933.875,0
2017-02-04,토요일,5822.0,5031.0,2020.0666666666666,2164.0,1426.8,2933.875,0
2017-02-05,일요일,0.0,0.0,2020.0666666666666,2164.0,1426.8,2933.875,0
2017-02-06,월요일,185.0,1300.0,3157.0,5503.5,2474.84,3499.8,0
2017-02-07,화요일,1476.0,4573.0,3157.0,5503.5,2474.84,3499.8,0
2017-02-08,수요일,934.8,4146.0,3157.0,5503.5,2474.84,3499.8,0
2017-02-09,목요일,0.0,0.0,3157.0,5503.5,2474.84,3499.8,0
2017-02-10,금요일,6765.0,4481.0,3157.0,5503.5,2474.84,3499.8,0
2017-02-11,토요일,429.0,5869.0,3157.0,5503.5,2474.84,3499.8,0
2017-02-12,일요일,0.0,0.0,3157.0,5503.5,2474.84,3499.8,0
2017-02-13,월요일,459.2,6098.0,1957.9599999999998,4073.8,2300.542857142857,4482.285714285715,0
2017-02-14,화요일,2066.4,5051.0,1957.9599999999998,4073.8,2300.542857142857,4482.285714285715,0
2017-02-15,수요일,82.0,5854.0,1957.9599999999998,4073.8,2300.542857142857,4482.285714285715,0
2017-02-16,목요일,237.8,5854.0,1957.9599999999998,4073.8,2300.542857142857,4482.285714285715,0
2017-02-17,금요일,5182.4,4196.0,1957.9599999999998,4073.8,2300.542857142857,4482.285714285715,0
2017-02-18,토요일,32.8,4146.0,1957.9599999999998,4073.8,2300.542857142857,4482.285714285715,0
2017-02-19,일요일,0.0,0.0,1957.9599999999998,4073.8,2300.542857142857,4482.285714285715,0
2017-02-20,월요일,1057.8,4192.0,1343.4333333333332,5199.833333333333,1622.7636363636361,4688.0,0
2017-02-21,화요일,418.2,5366.0,1343.4333333333332,5199.833333333333,1622.7636363636361,4688.0,0
2017-02-22,수요일,3239.0,4871.0,1343.4333333333332,5199.833333333333,1622.7636363636361,4688.0,0
2017-02-23,목요일,787.2,4512.0,1343.4333333333332,5199.833333333333,1622.7636363636361,4688.0,0
2017-02-24,금요일,974.2,4319.0,1343.4333333333332,5199.833333333333,1622.7636363636361,4688.0,0
2017-02-25,토요일,779.0,5318.0,1343.4333333333332,5199.833333333333,1622.7636363636361,4688.0,0
2017-02-26,일요일,0.0,0.0,1343.4333333333332,5199.833333333333,1622.7636363636361,4688.0,0
2017-02-27,월요일,0.0,0.0,1209.2333333333333,4763.0,1276.3333333333335,4981.416666666667,0
2017-02-28,화요일,5133.2,3778.0,1209.2333333333333,4763.0,1276.3333333333335,4981.416666666667,0
2017-03-01,수요일,1582.6,4089.0,1209.2333333333333,4763.0,1276.3333333333335,4981.416666666667,1
2017-03-02,목요일,3345.6,4136.0,1209.2333333333333,4763.0,1276.3333333333335,4981.416666666667,1
2017-03-03,금요일,2427.2,3538.0,1209.2333333333333,4763.0,1276.3333333333335,4981.416666666667,1
2017-03-04,토요일,1558.0,3425.0,1209.2333333333333,4763.0,1276.3333333333335,4981.416666666667,1
2017-03-05,일요일,0.0,0.0,1209.2333333333333,4763.0,1276.3333333333335,4981.416666666667,1
2017-03-06,월요일,10742.0,3214.0,2809.3199999999997,3793.2,1936.5454545454545,4322.181818181818,1
2017-03-07,화요일,1943.4,3415.0,2809.3199999999997,3793.2,1936.5454545454545,4322.181818181818,1
2017-03-08,수요일,2279.6,3734.0,2809.3199999999997,3793.2,1936.5454545454545,4322.181818181818,1
2017-03-09,목요일,2501.0,3926.0,2809.3199999999997,3793.2,1936.5454545454545,4322.181818181818,1
2017-03-10,금요일,11283.2,2452.0,2809.3199999999997,3793.2,1936.5454545454545,4322.181818181818,1
2017-03-11,토요일,836.4,3415.0,2809.3199999999997,3793.2,1936.5454545454545,4322.181818181818,1
2017-03-12,일요일,0.0,0.0,2809.3199999999997,3793.2,1936.5454545454545,4322.181818181818,1
2017-03-13,월요일,7708.0,3134.0,4930.933333333333,3359.3333333333335,3966.5636363636368,3556.5454545454545,1
2017-03-14,화요일,3960.6,3026.0,4930.933333333333,3359.3333333333335,3966.5636363636368,3556.5454545454545,1
2017-03-15,수요일,4870.8,3416.0,4930.933333333333,3359.3333333333335,3966.5636363636368,3556.5454545454545,1
2017-03-16,목요일,1672.8,3387.0,4930.933333333333,3359.3333333333335,3966.5636363636368,3556.5454545454545,1
2017-03-17,금요일,6100.8,3044.0,4930.933333333333,3359.3333333333335,3966.5636363636368,3556.5454545454545,1
2017-03-18,토요일,3942.0,3394.0,4930.933333333333,3359.3333333333335,3966.5636363636368,3556.5454545454545,1
2017-03-19,일요일,0.0,0.0,4930.933333333333,3359.3333333333335,3966.5636363636368,3556.5454545454545,1
2017-03-20,월요일,5658.0,2692.0,4709.166666666667,3233.5,4820.050000000001,3296.4166666666665,1
2017-03-21,화요일,5600.6,2597.0,4709.166666666667,3233.5,4820.050000000001,3296.4166666666665,1
2017-03-22,수요일,5510.4,3152.0,4709.166666666667,3233.5,4820.050000000001,3296.4166666666665,1
2017-03-23,목요일,5580.2,2759.0,4709.166666666667,3233.5,4820.050000000001,3296.4166666666665,1
2017-03-24,금요일,5510.4,2945.0,4709.166666666667,3233.5,4820.050000000001,3296.4166666666665,1
2017-03-25,토요일,4920.0,2770.0,4709.166666666667,3233.5,4820.050000000001,3296.4166666666665,1
2017-03-26,일요일,0.0,0.0,4709.166666666667,3233.5,4820.050000000001,3296.4166666666665,1
2017-03-27,월요일,7872.0,2864.0,5463.266666666666,2819.1666666666665,5086.216666666666,3026.3333333333335,1
2017-03-28,화요일,4756.0,2395.0,5463.266666666666,2819.1666666666665,5086.216666666666,3026.3333333333335,1
2017-03-29,수요일,4526.4,2705.0,5463.266666666666,2819.1666666666665,5086.216666666666,3026.3333333333335,1
2017-03-30,목요일,0.0,0.0,5463.266666666666,2819.1666666666665,5086.216666666666,3026.3333333333335,1
2017-03-31,금요일,2361.6,2827.0,5463.266666666666,2819.1666666666665,5086.216666666666,3026.3333333333335,1
2017-04-01,토요일,2952.0,2793.0,5463.266666666666,2819.1666666666665,5086.216666666666,3026.3333333333335,1
2017-04-02,일요일,0.0,0.0,5463.266666666666,2819.1666666666665,5086.216666666666,3026.3333333333335,1
2017-04-03,월요일,14874.8,2782.0,4493.6,2716.8,5022.50909090909,2772.6363636363635,1
2017-04-04,화요일,2509.2,3103.0,4493.6,2716.8,5022.50909090909,2772.6363636363635,1
2017-04-05,수요일,5543.2,2680.0,4493.6,2716.8,5022.50909090909,2772.6363636363635,1
2017-04-06,목요일,1771.2,2611.0,4493.6,2716.8,5022.50909090909,2772.6363636363635,1
2017-04-07,금요일,4050.8,2598.0,4493.6,2716.8,5022.50909090909,2772.6363636363635,1
2017-04-08,토요일,3148.8,2553.0,4493.6,2716.8,5022.50909090909,2772.6363636363635,1
2017-04-09,일요일,0.0,0.0,4493.6,2716.8,5022.50909090909,2772.6363636363635,1
2017-04-10,월요일,7691.6,3033.0,5316.333333333333,2721.1666666666665,4942.363636363636,2719.181818181818,1
2017-04-11,화요일,2976.6,3428.0,5316.333333333333,2721.1666666666665,4942.363636363636,2719.181818181818,1
2017-04-12,수요일,2878.2,3405.0,5316.333333333333,2721.1666666666665,4942.363636363636,2719.181818181818,1
2017-04-13,목요일,5357.6,3110.0,5316.333333333333,2721.1666666666665,4942.363636363636,2719.181818181818,1
2017-04-14,금요일,3886.8,2994.0,5316.333333333333,2721.1666666666665,4942.363636363636,2719.181818181818,1
2017-04-15,토요일,0.0,0.0,5316.333333333333,2721.1666666666665,4942.363636363636,2719.181818181818,1
2017-04-16,일요일,0.0,0.0,5316.333333333333,2721.1666666666665,4942.363636363636,2719.181818181818,1
2017-04-17,월요일,770.8,1585.0,4558.16,3194.0,4971.70909090909,2936.090909090909,1
2017-04-18,화요일,11496.4,3824.0,4558.16,3194.0,4971.70909090909,2936.090909090909,1
2017-04-19,수요일,2558.4,3034.0,4558.16,3194.0,4971.70909090909,2936.090909090909,1
2017-04-20,목요일,3247.2,3682.0,4558.16,3194.0,4971.70909090909,2936.090909090909,1
2017-04-21,금요일,738.0,4482.0,4558.16,3194.0,4971.70909090909,2936.090909090909,1
2017-04-22,토요일,8675.6,3606.0,4558.16,3194.0,4971.70909090909,2936.090909090909,1
2017-04-23,일요일,0.0,0.0,4558.16,3194.0,4971.70909090909,2936.090909090909,1
2017-04-24,월요일,1607.2,3867.0,4581.066666666667,3368.8333333333335,4570.654545454545,3289.3636363636365,1
2017-04-25,화요일,4805.2,3905.0,4581.066666666667,3368.8333333333335,4570.654545454545,3289.3636363636365,1
2017-04-26,수요일,2580.2,4170.0,4581.066666666667,3368.8333333333335,4570.654545454545,3289.3636363636365,1
2017-04-27,목요일,0.0,0.0,4581.066666666667,3368.8333333333335,4570.654545454545,3289.3636363636365,1
2017-04-28,금요일,4021.6,4512.0,4581.066666666667,3368.8333333333335,4570.654545454545,3289.3636363636365,1
2017-04-29,토요일,0.0,0.0,4581.066666666667,3368.8333333333335,4570.654545454545,3289.3636363636365,1
2017-04-30,일요일,0.0,0.0,4581.066666666667,3368.8333333333335,4570.654545454545,3289.3636363636365,1
2017-05-01,월요일,4481.0,4205.0,3253.5499999999997,4113.5,4050.06,3666.7,1
2017-05-02,화요일,4067.2,4653.0,3253.5499999999997,4113.5,4050.06,3666.7,1
2017-05-03,수요일,4161.4,4091.0,3253.5499999999997,4113.5,4050.06,3666.7,1
2017-05-04,목요일,131.2,3811.0,3253.5499999999997,4113.5,4050.06,3666.7,1
2017-05-05,금요일,2535.2,4630.0,3253.5499999999997,4113.5,4050.06,3666.7,1
2017-05-06,토요일,1082.4,3305.0,3253.5499999999997,4113.5,4050.06,3666.7,1
2017-05-07,일요일,0.0,0.0,3253.5499999999997,4113.5,4050.06,3666.7,1
2017-05-08,월요일,3589.4,4385.0,2743.066666666667,4115.833333333333,2947.2599999999998,4114.9,1
2017-05-09,화요일,2527.8,4454.0,2743.066666666667,4115.833333333333,2947.2599999999998,4114.9,1
2017-05-10,수요일,1069.8,4013.0,2743.066666666667,4115.833333333333,2947.2599999999998,4114.9,1
2017-05-11,목요일,3452.4,4724.0,2743.066666666667,4115.833333333333,2947.2599999999998,4114.9,1
2017-05-12,금요일,4999.8,4563.0,2743.066666666667,4115.833333333333,2947.2599999999998,4114.9,1
2017-05-13,토요일,569.0,5907.0,2743.066666666667,4115.833333333333,2947.2599999999998,4114.9,1
2017-05-14,일요일,0.0,0.0,2743.066666666667,4115.833333333333,2947.2599999999998,4114.9,1
2017-05-15,월요일,1634.0,6844.0,2701.366666666667,4674.333333333333,2722.2166666666667,4395.083333333333,1
2017-05-16,화요일,2460.6,5397.0,2701.366666666667,4674.333333333333,2722.2166666666667,4395.083333333333,1
2017-05-17,수요일,1347.8,6791.0,2701.366666666667,4674.333333333333,2722.2166666666667,4395.083333333333,1
2017-05-18,목요일,2246.2,7790.0,2701.366666666667,4674.333333333333,2722.2166666666667,4395.083333333333,1
2017-05-19,금요일,636.6,7422.0,2701.366666666667,4674.333333333333,2722.2166666666667,4395.083333333333,1
2017-05-20,토요일,3056.0,6675.0,2701.366666666667,4674.333333333333,2722.2166666666667,4395.083333333333,1
2017-05-21,일요일,0.0,0.0,2701.366666666667,4674.333333333333,2722.2166666666667,4395.083333333333,1
2017-05-22,월요일,1797.4,7119.0,1896.8666666666666,6819.833333333333,2299.1166666666663,5747.083333333333,1
2017-05-23,화요일,1277.0,11109.0,1896.8666666666666,6819.833333333333,2299.1166666666663,5747.083333333333,1
2017-05-24,수요일,3803.2,6888.0,1896.8666666666666,6819.833333333333,2299.1166666666663,5747.083333333333,1
2017-05-25,목요일,2493.8,8166.0,1896.8666666666666,6819.833333333333,2299.1166666666663,5747.083333333333,1
2017-05-26,금요일,2894.0,9224.0,1896.8666666666666,6819.833333333333,2299.1166666666663,5747.083333333333,1
2017-05-27,토요일,3302.0,7265.0,1896.8666666666666,6819.833333333333,2299.1166666666663,5747.083333333333,1
2017-05-28,일요일,0.0,0.0,1896.8666666666666,6819.833333333333,2299.1166666666663,5747.083333333333,1
2017-05-29,월요일,5303.8,7562.0,2594.566666666667,8295.166666666666,2245.7166666666667,7557.5,1
2017-05-30,화요일,2670.0,7720.0,2594.566666666667,8295.166666666666,2245.7166666666667,7557.5,1
2017-05-31,수요일,4100.8,6253.0,2594.566666666667,8295.166666666666,2245.7166666666667,7557.5,1
2017-06-01,목요일,4266.4,6606.0,2594.566666666667,8295.166666666666,2245.7166666666667,7557.5,2
2017-06-02,금요일,3262.0,7357.0,2594.566666666667,8295.166666666666,2245.7166666666667,7557.5,2
2017-06-03,토요일,3664.0,7433.0,2594.566666666667,8295.166666666666,2245.7166666666667,7557.5,2
2017-06-04,일요일,0.0,0.0,2594.566666666667,8295.166666666666,2245.7166666666667,7557.5,2
2017-06-05,월요일,6141.0,7014.0,3877.8333333333335,7155.166666666667,3236.2000000000003,7725.166666666667,2
2017-06-06,화요일,4722.0,7214.0,3877.8333333333335,7155.166666666667,3236.2000000000003,7725.166666666667,2
2017-06-07,수요일,6116.0,6840.0,3877.8333333333335,7155.166666666667,3236.2000000000003,7725.166666666667,2
2017-06-08,목요일,11077.0,7378.0,3877.8333333333335,7155.166666666667,3236.2000000000003,7725.166666666667,2
2017-06-09,금요일,10360.0,6560.0,3877.8333333333335,7155.166666666667,3236.2000000000003,7725.166666666667,2
